品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",34,他注,27,0,27,21060,0,21060,27,,,,,,,,,,b,1,27,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",40,処置,119,0,119,92820,0,92820,119,,,,,,,,,,,1,119,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",63,"Ａ",50,手術,1,0,1,63,0,63,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,13,0,13,806,0,806,13,,,,,,,,,,,1,13,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,13,0,13,806,0,806,13,,,,,,,,,,,1,13,0,
1,20063,"レバミピド錠１００ｍｇ「オーツカ」",10.1,"錠",22,屯服,5,0,5,50.5,0,50.5,5,,,,,,,,,,c,1,5,0,
1,20085,"生理食塩液　１００ｍＬ",145,"袋",50,手術,1,0,1,145,0,145,1,,,,,,,,,,,1,1,0,
1,20149,"生理食塩液　１００ｍＬ",132,"瓶",40,処置,12,0,12,1584,0,1584,12,,,,,,,,,,,1,12,0,
1,20462,"シンポニー皮下注５０ｍｇオートイン",109382,"ｷｯﾄ",31,皮下,1,0,1,109382,0,109382,1,,,,,,,,,,,1,1,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",21,内服,140,0,140,1414,0,1414,140,,,,,,,,,,b,1,140,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",22,屯服,135,0,135,1363.5,0,1363.5,135,,,,,,,,,,b,1,135,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,140,0,140,1414,0,1414,140,,,,,,,,,,c,1,140,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,130,0,130,1313,0,1313,130,,,,,,,,,,c,1,130,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,88,0,88,968,0,968,88,,,,,,,,,,,1,88,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,4,0,4,44,0,44,4,,,,,,,,,,,1,4,0,
1,28007,"ヒルドイドソフト軟膏０．３％",19.2,"ｇ",40,処置,2184,0,2184,41932.8,0,41932.8,2184,,,,,,,,,,,1,2184,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",5.2,"ｇ",23,外用,200,0,200,1040,0,1040,200,,,,,,,,,,a,1,200,0,
