品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",34,他注,17,0,17,13260,0,13260,17,,,,,,,,,,b,1,17,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",40,処置,160,0,160,124800,0,124800,160,,,,,,,,,,,1,160,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",63,"Ａ",50,手術,1,0,1,63,0,63,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,19,0,19,1178,0,1178,19,,,,,,,,,,,1,19,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,46,0,46,2852,0,2852,46,,,,,,,,,,,1,46,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,3,0,3,97824,0,97824,3,,,,,,,,,,,1,3,0,
1,20205,"ビーフリード輸液　５００ｍＬ",539,"ｷｯﾄ",33,点滴,6,0,6,3234,0,3234,6,,,,,,,,,,,1,6,0,
1,20426,"イントラリポス輸液１０％　２５０ｍ",1058,"袋",33,点滴,3,0,3,3174,0,3174,3,,,,,,,,,,,1,3,0,
1,20431,"ヘパリンＮａロック用１００Ｕ／ｍＬ",139,"筒",32,静脈,9,0,9,1251,0,1251,9,,,,,,,,,,a,1,9,0,
1,20462,"シンポニー皮下注５０ｍｇオートイン",109382,"ｷｯﾄ",31,皮下,2,0,2,218764,0,218764,2,,,,,,,,,,,1,2,0,
1,21037,"カロナール錠２００　２００ｍｇ",5.9,"錠",22,屯服,40,0,40,236,0,236,40,,,,,,,,,,a,1,40,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",21,内服,126,0,126,1272.6,0,1272.6,126,,,,,,,,,,b,1,126,0,
