品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",34,他注,18,0,18,13194,0,13194,18,,,,,,,,,,b,1,18,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",40,処置,192,0,192,140736,0,140736,192,,,,,,,,,,,1,192,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,7,0,7,756,0,756,7,,,,,,,,,,,1,7,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,20,0,20,1240,0,1240,20,,,,,,,,,,,1,20,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,64,0,64,3968,0,3968,64,,,,,,,,,,,1,64,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20346,"生食注「トーワ」　２０ｍＬ",62,"Ａ",50,手術,2,0,2,124,0,124,2,,,,,,,,,,,1,2,0,
1,20427,"エルネオパＮＦ１号輸液　１０００ｍ",1244,"ｷｯﾄ",33,点滴,2,0,2,2488,0,2488,2,,,,,,,,,,,1,2,0,
1,20431,"ヘパリンＮａロック用１００Ｕ／ｍＬ",158,"筒",32,静脈,4,0,4,632,0,632,4,,,,,,,,,,,1,4,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.7,"錠",22,屯服,40,0,40,268,0,268,40,,,,,,,,,,a,1,40,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",21,内服,168,0,168,1696.8,0,1696.8,168,,,,,,,,,,b,1,168,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",22,屯服,300,0,300,3030,0,3030,300,,,,,,,,,,b,1,300,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,168,0,168,1696.8,0,1696.8,168,,,,,,,,,,c,1,168,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,300,0,300,3030,0,3030,300,,,,,,,,,,c,1,300,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,88,0,88,968,0,968,88,,,,,,,,,,,1,88,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,8,0,8,88,0,88,8,,,,,,,,,,,1,8,0,
1,28007,"ヒルドイドソフト軟膏０．３％",18.5,"ｇ",40,処置,2196,0,2196,40626,0,40626,2196,,,,,,,,,,,1,2196,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.8,"ｇ",23,外用,600,0,600,2880,0,2880,600,,,,,,,,,,c,1,600,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.9,"枚",23,外用,126,0,126,1625.4,0,1625.4,126,,,,,,,,,,b,1,126,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.4,"枚",23,外用,742,0,742,13652.8,0,13652.8,742,,,,,,,,,,b,1,742,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3476,"筒",32,静脈,5,0,5,17380,0,17380,5,,,,,,,,,,b,1,5,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,29,0,29,1711,0,1711,29,,,,,,,,,,,1,29,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,8,0,8,472,0,472,8,,,,,,,,,,,1,8,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,12,0,12,300732,0,300732,12,,,,,,,,,,,1,12,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,3,0,3,74817,0,74817,3,,,,,,,,,,,1,3,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,2114,0,2114,5115.88,0,5115.88,2114,,,,,,,,,,,10,211.4,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",79,"Ａ",50,手術,7,0,7,553,0,553,7,,,,,,,,,,,1,7,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",785,"瓶",34,他注,8,0,8,6280,0,6280,8,,,,,,,,,,,1,8,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,57,0,57,19551,0,19551,57,,,,,,,,,,,1,57,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",62,"Ａ",50,手術,4,0,4,248,0,248,4,,,,,,,,,,,1,4,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1859,0,1859,0,0,0,1859,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,532,0,532,9044,0,9044,532,,,,,,,,,,,0,0,0,
3,2,"他保険にて初診料請求済み",0,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,531,0,531,,,,531,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
3,1501,"医療情報取得加算１（初診）",3,,,,368,0,368,,,,368,,,,,,,,,,,0,0,0,
3,1502,"医療情報取得加算２（初診）",1,,,,176,0,176,,,,176,,,,,,,,,,,0,0,0,
3,1520,"医療ＤＸ推進体制整備加算（初診）",8,,,,544,0,544,,,,544,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,13,0,13,,,,13,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
3,3,"他保険にて再診料請求済み",0,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,2406,0,2406,,,,2406,,,,,,,,,,,0,0,0,
3,1251,"再診料",75,,,,2206,0,2206,,,,2206,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",75,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,319,0,319,,,,319,,,,,,,,,,,0,0,0,
3,1503,"医療情報取得加算３（再診）",2,,,,471,0,471,,,,471,,,,,,,,,,,0,0,0,
3,1504,"医療情報取得加算４（再診）",1,,,,215,0,215,,,,215,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1420,,,,196,0,196,,,,196,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,13,0,13,,,,13,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,171,0,171,,,,171,,,,,,,,,,,0,0,0,
3,1059,"難病外来指導管理料",270,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,9,0,9,,,,9,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1316,"在宅療養指導料",170,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,196,0,196,,,,196,,,,,,,,,,,0,0,0,
3,1061,"在宅自己注射指導管理料（１以外）（",750,,,,17,0,17,,,,17,,,,,,,,,,,0,0,0,
3,1062,"在宅自己注射指導管理料（１以外）（",650,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1400,"導入初期加算（在宅自己注射指導管理",580,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,20291,"バイオ後続品導入初期加算（在宅自己",150,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
4,9952,"内服・屯服調剤料",11,,,,20,0,20,,,,20,,,,,,,,,,,0,0,0,
4,9956,"外用調剤料",8,,,,35,0,35,,,,35,,,,,,,,,,,0,0,0,
4,9950,"処方料",42,,,,38,0,38,,,,38,,,,,,,,,,,0,0,0,
5,3000,"皮下筋肉内注射",25,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
5,3001,"静脈内注射",37,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
5,3030,"中心静脈注射",140,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
5,3034,"関節腔内注射",80,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
5,3035,"腱鞘内注射",42,,,,28,0,28,,,,28,,,,,,,,,,,0,0,0,
6,1667,"労　消炎鎮痛等１日",35,,,,178,0,178,,,,178,,,,,,,,,,,0,0,0,
6,4000,"労　処置１．５加算",1.5,,,,87,0,87,,,,87,,,,,,,,,,,0,0,0,
6,4050,"肋骨骨折固定術",500,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4059,"関節穿刺",120,,,,193,0,193,,,,193,,,,,,,,,,,0,0,0,
6,4060,"ガングリオン穿刺術",80,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,4070,"鶏眼・胼胝処置",170,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
