品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",34,他注,7,0,7,5691,0,5691,7,,,,,,,,,,b,1,7,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",40,処置,72,0,72,58536,0,58536,72,,,,,,,,,,,1,72,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",57,"Ａ",50,手術,3,0,3,171,0,171,3,,,,,,,,,,,1,3,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",34,他注,1,0,1,62,0,62,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,2,0,2,124,0,124,2,,,,,,,,,,,1,2,0,
1,20205,"ビーフリード輸液　５００ｍＬ",490,"ｷｯﾄ",33,点滴,1,0,1,490,0,490,1,,,,,,,,,,,1,1,0,
1,20310,"ラクテック注　５００ｍＬ",215,"袋",33,点滴,40,0,40,8600,0,8600,40,,,,,,,,,,,1,40,0,
1,20314,"沈降破傷風トキソイド　０．５ｍＬ",644,"瓶",31,皮下,1,0,1,644,0,644,1,,,,,,,,,,,1,1,0,
1,21076,"ロキソニン錠６０ｍｇ",11,"錠",22,屯服,10,0,10,110,0,110,10,,,,,,,,,,b,1,10,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,10,0,10,101,0,101,10,,,,,,,,,,c,1,10,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,18,0,18,198,0,198,18,,,,,,,,,,,1,18,0,
1,28007,"ヒルドイドソフト軟膏０．３％",20.1,"ｇ",40,処置,1884,0,1884,37868.4,0,37868.4,1884,,,,,,,,,,,1,1884,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",24.4,"枚",23,外用,21,0,21,512.4,0,512.4,21,,,,,,,,,,b,1,21,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,8,0,8,472,0,472,8,,,,,,,,,,,1,8,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,2,0,2,118,0,118,2,,,,,,,,,,,1,2,0,
1,30045,"イソジン液１０％",2.46,"mL",40,処置,720,0,720,1771.2,0,1771.2,720,,,,,,,,,,,10,72,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",85,"Ａ",50,手術,3,0,3,255,0,255,3,,,,,,,,,,,1,3,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",800,"瓶",34,他注,3.75,0,3.75,3000,0,3000,3.75,,,,,,,,,,,1,3.75,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,10,0,10,3430,0,3430,10,,,,,,,,,,,1,10,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",62,"Ａ",50,手術,3,0,3,186,0,186,3,,,,,,,,,,,1,3,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,814,0,814,0,0,0,814,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,28,0,28,476,0,476,28,,,,,,,,,,,0,0,0,
3,1000,"初診料",288,,,,213,0,213,,,,213,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3820,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,13,0,13,,,,13,,,,,,,,,,,0,0,0,
3,1021,"時間外加算（再診）（入院外）",65,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,838,0,838,,,,838,,,,,,,,,,,0,0,0,
3,1251,"再診料",73,,,,807,0,807,,,,807,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,107,0,107,,,,107,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1400,,,,31,0,31,,,,31,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,28,0,28,,,,28,,,,,,,,,,,0,0,0,
3,1030,"特定疾患療養指導料",225,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
3,1617,"再診時療養指導管理料　機能回復",920,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
3,28,"在宅患者訪問薬剤管理指導料（単一建",650,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1061,"在宅自己注射指導管理料（１以外）（",750,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1062,"在宅自己注射指導管理料（１以外）（",650,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1400,"導入初期加算（在宅自己注射指導管理",580,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,20291,"バイオ後続品導入初期加算（在宅自己",150,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
4,9952,"内服・屯服調剤料",11,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
4,9956,"外用調剤料",8,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
4,9950,"処方料",42,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
5,3000,"皮下筋肉内注射",22,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
5,3023,"生物学的製剤注射加",15,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
5,3002,"点滴注射（５００）",99,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
5,3034,"関節腔内注射",80,,,,9,0,9,,,,9,,,,,,,,,,,0,0,0,
5,3035,"腱鞘内注射",27,,,,9,0,9,,,,9,,,,,,,,,,,0,0,0,
6,4000,"労　処置１．５加算",1.5,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
6,4050,"肋骨骨折固定術",500,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4059,"関節穿刺",120,,,,72,0,72,,,,72,,,,,,,,,,,0,0,0,
6,4060,"ガングリオン穿刺術",80,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4070,"鶏眼・胼胝処置",170,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,4084,"四肢ギプスシーネ（半肢）（片）",780,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,4086,"四肢ギプスシーネ（手指及び手、足）",490,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
6,4095,"消炎鎮痛等処置器具",35,,,,471,0,471,,,,471,,,,,,,,,,,0,0,0,
6,4107,"粘（滑）液嚢穿刺注入（片）",80,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
6,4113,"創傷処置１",52,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
6,4129,"絆創膏固定術",500,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
6,4137,"鼻出血止血法",240,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4146,"腰部固定帯固定",35,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
6,4153,"腰部固定帯加算",170,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
6,4182,"ギプス・半肢",780,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,4184,"ギプス・上肢、下肢",1200,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
6,4220,"ギプス３歳未満加算",1.55,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,40010,"治療用装具採型法（その他）",200,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
7,5002,"幼児加算（手術）（３歳以上６歳未満",1.5,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5010,"陥入爪手術　簡単",1400,"指",,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5021,"非観血整復的　足他",1440,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
7,5022,"非観血的整復　手",1440,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5023,"非観血的整復　前腕",1780,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5024,"非観血的整復　下腿",1780,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5026,"非観血的整復　上腕",1600,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5028,"非観血的整復　膝蓋",1440,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5072,"トリガポイント注射",80,,,,10,0,10,,,,10,,,,,,,,,,,0,0,0,
7,5079,"仙骨部ブロック　１",340,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5094,"脱臼非観血的　小児",960,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,9975,"手術　乳児加算",2,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,213,"末梢血液像（自動機械法）",15,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,699,"ＡＳＯ定量",15,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,818,"抗核抗体（蛍光抗体法）定性",102,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
8,1297,"Ｂ－ＣＲＰ",16,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
8,1340,"検査カウント",0,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,6001,"Ｂ－Ｖ",37,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,6020,"超音波検査（断層撮",350,,,,49,0,49,,,,49,,,,,,,,,,,0,0,0,
8,6105,"末梢血液一般検査",21,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,6137,"ＴＰ",11,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6150,"アルブミン",11,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6152,"ＢＵＮ",11,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6153,"クレアチン",11,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6154,"クレアチニン",11,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6155,"尿酸",11,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,6156,"グルコース",11,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
8,6159,"ＡＬＰ",11,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6160,"Ｎａ，Ｃ・",11,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6161,"Ｂ－カリウム",11,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6162,"Ｃａ",11,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6163,"Ｂ－Ｐ及びＨＰＯ４",17,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
8,6168,"アミラーゼ",11,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
8,6170,"γ－ＧＴＰ",11,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,6172,"ＣＰＫ",11,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
8,6174,"Ｂ－ＬＤＨ",11,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6176,"ＴＧ",11,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
8,6181,"ＧＯＴ",17,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,6182,"ＧＰＴ",17,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,6183,"総コレステ",17,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,6196,"ＨＤＬ－コレステ",17,,,,9,0,9,,,,9,,,,,,,,,,,0,0,0,
8,6251,"ＨＢｓ抗原精密測定",88,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6259,"ＨＣＶ抗体価精密測",105,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6281,"Ｂ－ＴＲＡＣＰ－５ｂ",156,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
8,6288,"梅毒脂質抗原使用検",15,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6294,"梅毒トレポネーマ抗体定性",32,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6296,"Ｂ－血清補体価ＣＨ",38,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
8,6317,"ＲＦ定量",30,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
8,6334,"抗シトルリン化ペプチド抗体定量",198,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
8,6517,"Ｂ－Ｐ１ＮＰ",164,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
8,6552,"細菌培養同定穿刺液",220,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6630,"骨塩定量検査（ＤＥＸＡ法による腰椎",360,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
8,6631,"大腿骨同時撮影加算（ＤＥＸＡ法）",90,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
8,6746,"ＡＳＫ半定量",29,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,9907,"（減）",0.9,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,60004,"Ｃａ　アルブミン補正",0,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,60005,"赤血球沈降速度(院外)",0,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
8,0,"生化学Ⅰ　　　　　　８以上",99,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,0,"生化学Ⅰ　　　　　１０以上",106,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,9911,"血液学的検査判断料",125,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,9912,"生化学Ⅰ判断料",144,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
8,9913,"生化学Ⅱ判断料",144,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
8,9914,"免疫学的検査判断料",144,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
8,9915,"微生物検査判断料",150,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
9,4004,"幼児加算（画像）",1.3,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
9,6632,"骨塩定量(オーダー用)",0,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
9,6633,"エコー(オーダー用)",0,,,,54,0,54,,,,54,,,,,,,,,,,0,0,0,
9,7051,"Ｘ－Ｐ＜胸椎＞",85,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
9,7055,"Ｘ－Ｐ＜肋骨＞",85,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
9,7060,"Ｘ－Ｐ＜腰椎＞",85,,,,151,0,151,,,,151,,,,,,,,,,,0,0,0,
9,7062,"Ｘ－Ｐ＜頸椎＞",85,,,,100,0,100,,,,100,,,,,,,,,,,0,0,0,
9,7064,"Ｘ－Ｐ＜骨盤＞",85,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
9,7066,"Ｘ－Ｐ＜股関節部＞",85,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
9,7068,"Ｘ－Ｐ＜肩関節部＞",85,,,,56,0,56,,,,56,,,,,,,,,,,0,0,0,
9,7079,"Ｘ－Ｐ＜踵骨＞",43,,,,10,0,10,,,,10,,,,,,,,,,,0,0,0,
9,7083,"Ｘ－Ｐ＜大腿＞",43,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
9,7085,"Ｘ－Ｐ＜膝関節＞",43,,,,146,0,146,,,,146,,,,,,,,,,,0,0,0,
9,7087,"Ｘ－Ｐ＜下腿＞",43,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
9,7088,"Ｘ－Ｐ＜足＞",43,,,,66,0,66,,,,66,,,,,,,,,,,0,0,0,
9,7089,"Ｘ－Ｐ＜足関節＞",43,,,,54,0,54,,,,54,,,,,,,,,,,0,0,0,
