品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",34,他注,20,0,20,15600,0,15600,20,,,,,,,,,,b,1,20,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",40,処置,122,0,122,95160,0,95160,122,,,,,,,,,,,1,122,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",63,"Ａ",50,手術,1,0,1,63,0,63,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,7,0,7,434,0,434,7,,,,,,,,,,,1,7,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,13,0,13,806,0,806,13,,,,,,,,,,,1,13,0,
1,20085,"生理食塩液　１００ｍＬ",145,"袋",50,手術,1,0,1,145,0,145,1,,,,,,,,,,,1,1,0,
1,20462,"シンポニー皮下注５０ｍｇオートイン",109382,"ｷｯﾄ",31,皮下,1,0,1,109382,0,109382,1,,,,,,,,,,,1,1,0,
1,21037,"カロナール錠２００　２００ｍｇ",5.9,"錠",22,屯服,40,0,40,236,0,236,40,,,,,,,,,,a,1,40,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",21,内服,98,0,98,989.8,0,989.8,98,,,,,,,,,,b,1,98,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",22,屯服,320,0,320,3232,0,3232,320,,,,,,,,,,b,1,320,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,98,0,98,989.8,0,989.8,98,,,,,,,,,,c,1,98,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,320,0,320,3232,0,3232,320,,,,,,,,,,c,1,320,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,30,0,30,330,0,330,30,,,,,,,,,,,1,30,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,18,0,18,198,0,198,18,,,,,,,,,,,1,18,0,
1,28007,"ヒルドイドソフト軟膏０．３％",19.2,"ｇ",40,処置,2044,0,2044,39244.8,0,39244.8,2044,,,,,,,,,,,1,2044,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",5.2,"ｇ",23,外用,440,0,440,2288,0,2288,440,,,,,,,,,,a,1,440,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",14.9,"枚",23,外用,14,0,14,208.6,0,208.6,14,,,,,,,,,,b,1,14,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",21.4,"枚",23,外用,721,0,721,15429.4,0,15429.4,721,,,,,,,,,,b,1,721,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,20,0,20,1180,0,1180,20,,,,,,,,,,,1,20,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",40,処置,2,0,2,118,0,118,2,,,,,,,,,,,1,2,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,11,0,11,649,0,649,11,,,,,,,,,,,1,11,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,36,0,36,902196,0,902196,36,,,,,,,,,,,1,36,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",28136,"筒",31,皮下,2,0,2,56272,0,56272,2,,,,,,,,,,,1,2,0,
1,30045,"イソジン液１０％",2.46,"mL",40,処置,1422,0,1422,3498.12,0,3498.12,1422,,,,,,,,,,,10,142.2,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",82,"Ａ",50,手術,1,0,1,82,0,82,1,,,,,,,,,,,1,1,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",800,"瓶",34,他注,7.75,0,7.75,6200,0,6200,7.75,,,,,,,,,,,1,7.75,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,21,0,21,7203,0,7203,21,,,,,,,,,,,1,21,0,
1,30054,"リンデロン－ＶＧ軟膏０．１２％",27.7,"ｇ",40,処置,2,0,2,55.4,0,55.4,2,,,,,,,,,,,1,2,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1516,0,1516,0,0,0,1516,,,,,,,,,,,0,0,0,
