品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",34,他注,5,0,5,4065,0,4065,5,,,,,,,,,,b,1,5,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",40,処置,87,0,87,70731,0,70731,87,,,,,,,,,,,1,87,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,21,0,21,1302,0,1302,21,,,,,,,,,,,1,21,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,27,0,27,1674,0,1674,27,,,,,,,,,,,1,27,0,
1,20085,"生理食塩液　１００ｍＬ",132,"袋",33,点滴,1,0,1,132,0,132,1,,,,,,,,,,,1,1,0,
1,20085,"生理食塩液　１００ｍＬ",132,"袋",40,処置,6,0,6,792,0,792,6,,,,,,,,,,,1,6,0,
1,20085,"生理食塩液　１００ｍＬ",132,"袋",50,手術,1,0,1,132,0,132,1,,,,,,,,,,,1,1,0,
1,20149,"生理食塩液　１００ｍＬ",132,"瓶",33,点滴,1,0,1,132,0,132,1,,,,,,,,,,,1,1,0,
1,20310,"ラクテック注　５００ｍＬ",215,"袋",33,点滴,39,0,39,8385,0,8385,39,,,,,,,,,,,1,39,0,
1,20346,"生食注「トーワ」　２０ｍＬ",62,"Ａ",34,他注,2,0,2,124,0,124,2,,,,,,,,,,,1,2,0,
1,21076,"ロキソニン錠６０ｍｇ",11,"錠",21,内服,42,0,42,462,0,462,42,,,,,,,,,,b,1,42,0,
1,21076,"ロキソニン錠６０ｍｇ",11,"錠",22,屯服,70,0,70,770,0,770,70,,,,,,,,,,b,1,70,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,42,0,42,424.2,0,424.2,42,,,,,,,,,,c,1,42,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,70,0,70,707,0,707,70,,,,,,,,,,c,1,70,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,77,0,77,847,0,847,77,,,,,,,,,,,1,77,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,32,0,32,352,0,352,32,,,,,,,,,,,1,32,0,
1,28007,"ヒルドイドソフト軟膏０．３％",20.1,"ｇ",40,処置,1148,0,1148,23074.8,0,23074.8,1148,,,,,,,,,,,1,1148,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",24.4,"枚",23,外用,168,0,168,4099.2,0,4099.2,168,,,,,,,,,,b,1,168,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,8,0,8,472,0,472,8,,,,,,,,,,,1,8,0,
