品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",34,他注,26,0,26,17238,0,17238,26,,,,,,,,,,b,1,26,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",40,処置,252,0,252,167076,0,167076,252,,,,,,,,,,,1,252,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,58,0,58,6264,0,6264,58,,,,,,,,,,a,1,58,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,1,0,1,108,0,108,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,19,0,19,1900,0,1900,19,,,,,,,,,,,1,19,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,58,0,58,5800,0,5800,58,,,,,,,,,,,1,58,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",144,"袋",50,手術,3,0,3,432,0,432,3,,,,,,,,,,,1,3,0,
1,20314,"沈降破傷風トキソイド　０．５ｍＬ",1173,"瓶",31,皮下,1,0,1,1173,0,1173,1,,,,,,,,,,,1,1,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",34,他注,43,0,43,4472,0,4472,43,,,,,,,,,,a,1,43,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",50,手術,32,0,32,3328,0,3328,32,,,,,,,,,,,1,32,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.5,"錠",22,屯服,40,0,40,260,0,260,40,,,,,,,,,,a,1,40,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",21,内服,42,0,42,453.6,0,453.6,42,,,,,,,,,,b,1,42,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",22,屯服,840,0,840,9072,0,9072,840,,,,,,,,,,b,1,840,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",21,内服,42,0,42,453.6,0,453.6,42,,,,,,,,,,c,1,42,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",22,屯服,840,0,840,9072,0,9072,840,,,,,,,,,,c,1,840,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",23,外用,10,0,10,110,0,110,10,,,,,,,,,,,1,10,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,28,0,28,308,0,308,28,,,,,,,,,,,1,28,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,1480,0,1480,6660,0,6660,1480,,,,,,,,,,c,1,1480,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",13.1,"枚",23,外用,273,0,273,3576.3,0,3576.3,273,,,,,,,,,,c,1,273,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.2,"枚",23,外用,1225,0,1225,22295,0,22295,1225,,,,,,,,,,c,1,1225,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3204,"筒",32,静脈,8,0,8,25632,0,25632,8,,,,,,,,,,b,1,8,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",34,他注,8,0,8,504,0,504,8,,,,,,,,,,,1,8,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",50,手術,29.6,0,29.6,1864.8,0,1864.8,29.6,,,,,,,,,,,1,29.6,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,56,0,56,1403416,0,1403416,56,,,,,,,,,,,1,56,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24466,"筒",31,皮下,2,0,2,48932,0,48932,2,,,,,,,,,,,1,2,0,
1,30036,"プラリアＨＩ皮下注６０ｍｇシリンジ",24466,"筒",31,皮下,10,0,10,244660,0,244660,10,,,,,,,,,,,0,0,0,
1,30045,"イソジン液１０％",2.4,"mL",40,処置,2666,0,2666,6398.4,0,6398.4,2666,,,,,,,,,,,10,266.6,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",84,"Ａ",50,手術,1,0,1,84,0,84,1,,,,,,,,,,,1,1,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",769,"瓶",34,他注,0.5,0,0.5,384.5,0,384.5,0.5,,,,,,,,,,,1,0.5,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",351,"筒",50,手術,9,0,9,3159,0,3159,9,,,,,,,,,,,1,9,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",104,"Ａ",50,手術,1,0,1,104,0,104,1,,,,,,,,,,,1,1,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,2035,0,2035,0,0,0,2035,,,,,,,,,,,0,0,0,
2,40003,"マイクロファイン３１Ｇ×5mm",17,"本",4,,924,0,924,15708,0,15708,924,,,,,,,,,,,0,0,0,
2,40004,"マイクロファインプラス３２Ｇ",17,"本",4,,28,0,28,476,0,476,28,,,,,,,,,,,0,0,0,
3,14,"電子的診療情報連携体制整備加算２（",9,,,,563,0,563,,,,563,,,,,,,,,,,0,0,0,
3,966,"特定機能病院等紹介患者受入加算（初",60,,,,13,0,13,,,,13,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,546,0,546,,,,546,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,21,0,21,,,,21,,,,,,,,,,,0,0,0,
