品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",34,他注,18,0,18,13194,0,13194,18,,,,,,,,,,b,1,18,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",40,処置,191,0,191,140003,0,140003,191,,,,,,,,,,,1,191,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,2,0,2,216,0,216,2,,,,,,,,,,,1,2,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,34,0,34,2108,0,2108,34,,,,,,,,,,,1,34,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,58,0,58,3596,0,3596,58,,,,,,,,,,,1,58,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20427,"エルネオパＮＦ１号輸液　１０００ｍ",1244,"ｷｯﾄ",33,点滴,4,0,4,4976,0,4976,4,,,,,,,,,,,1,4,0,
1,20431,"ヘパリンＮａロック用１００Ｕ／ｍＬ",158,"筒",32,静脈,8,0,8,1264,0,1264,8,,,,,,,,,,,1,8,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",21,内服,168,0,168,1696.8,0,1696.8,168,,,,,,,,,,b,1,168,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",22,屯服,280,0,280,2828,0,2828,280,,,,,,,,,,b,1,280,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,168,0,168,1696.8,0,1696.8,168,,,,,,,,,,c,1,168,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,280,0,280,2828,0,2828,280,,,,,,,,,,c,1,280,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,136,0,136,1496,0,1496,136,,,,,,,,,,,1,136,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,4,0,4,44,0,44,4,,,,,,,,,,,1,4,0,
1,28007,"ヒルドイドソフト軟膏０．３％",18.5,"ｇ",40,処置,1928,0,1928,35668,0,35668,1928,,,,,,,,,,,1,1928,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.8,"ｇ",23,外用,520,0,520,2496,0,2496,520,,,,,,,,,,c,1,520,0,
