品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",34,他注,5,0,5,4065,0,4065,5,,,,,,,,,,b,1,5,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",40,処置,83,0,83,67479,0,67479,83,,,,,,,,,,,1,83,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",57,"Ａ",50,手術,3,0,3,171,0,171,3,,,,,,,,,,,1,3,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,23,0,23,1426,0,1426,23,,,,,,,,,,,1,23,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,10,0,10,620,0,620,10,,,,,,,,,,,1,10,0,
1,20085,"生理食塩液　１００ｍＬ",132,"袋",40,処置,1,0,1,132,0,132,1,,,,,,,,,,,1,1,0,
1,20085,"生理食塩液　１００ｍＬ",132,"袋",50,手術,1,0,1,132,0,132,1,,,,,,,,,,,1,1,0,
1,20310,"ラクテック注　５００ｍＬ",215,"袋",33,点滴,28,0,28,6020,0,6020,28,,,,,,,,,,,1,28,0,
1,20337,"カデックス軟膏０．９％",57.7,"ｇ",40,処置,50,0,50,2885,0,2885,50,,,,,,,,,,,1,50,0,
1,20346,"生食注「トーワ」　２０ｍＬ",62,"Ａ",50,手術,1,0,1,62,0,62,1,,,,,,,,,,,1,1,0,
1,21076,"ロキソニン錠６０ｍｇ",11,"錠",22,屯服,80,0,80,880,0,880,80,,,,,,,,,,b,1,80,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,80,0,80,808,0,808,80,,,,,,,,,,c,1,80,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,41,0,41,451,0,451,41,,,,,,,,,,,1,41,0,
1,28007,"ヒルドイドソフト軟膏０．３％",20.1,"ｇ",40,処置,3020,0,3020,60702,0,60702,3020,,,,,,,,,,,1,3020,0,
1,28022,"モーラステープＬ４０ｍｇ　１０ｃｍ",31.6,"枚",23,外用,14,0,14,442.4,0,442.4,14,,,,,,,,,,b,1,14,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",24.4,"枚",23,外用,203,0,203,4953.2,0,4953.2,203,,,,,,,,,,b,1,203,0,
1,28052,"プロスタンディン軟膏０．００３％",43,"ｇ",40,処置,4,0,4,172,0,172,4,,,,,,,,,,,1,4,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,15,0,15,885,0,885,15,,,,,,,,,,,1,15,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",40,処置,1,0,1,59,0,59,1,,,,,,,,,,,1,1,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,7,0,7,413,0,413,7,,,,,,,,,,,1,7,0,
1,30045,"イソジン液１０％",2.46,"mL",40,処置,968,0,968,2381.28,0,2381.28,968,,,,,,,,,,,10,96.8,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",85,"Ａ",50,手術,5,0,5,425,0,425,5,,,,,,,,,,,1,5,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",800,"瓶",34,他注,5,0,5,4000,0,4000,5,,,,,,,,,,,1,5,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,16,0,16,5488,0,5488,16,,,,,,,,,,,1,16,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",62,"Ａ",50,手術,3,0,3,186,0,186,3,,,,,,,,,,,1,3,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,975,0,975,0,0,0,975,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,28,0,28,476,0,476,28,,,,,,,,,,,0,0,0,
3,2,"他保険にて初診料請求済み",0,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1000,"初診料",288,,,,249,0,249,,,,249,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3820,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,13,0,13,,,,13,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
3,3,"他保険にて再診料請求済み",0,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,1306,0,1306,,,,1306,,,,,,,,,,,0,0,0,
3,1251,"再診料",73,,,,1229,0,1229,,,,1229,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,148,0,148,,,,148,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1400,,,,77,0,77,,,,77,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,73,0,73,,,,73,,,,,,,,,,,0,0,0,
3,1030,"特定疾患療養指導料",225,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1031,"慢性疼痛疾患管理料",130,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,71,0,71,,,,71,,,,,,,,,,,0,0,0,
3,1617,"再診時療養指導管理料　機能回復",920,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1061,"在宅自己注射指導管理料（１以外）（",750,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
