品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",34,他注,27,0,27,19791,0,19791,27,,,,,,,,,,b,1,27,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",40,処置,184,0,184,134872,0,134872,184,,,,,,,,,,,1,184,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,1,0,1,108,0,108,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,12,0,12,744,0,744,12,,,,,,,,,,,1,12,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,71,0,71,4402,0,4402,71,,,,,,,,,,,1,71,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",50,手術,1,0,1,147,0,147,1,,,,,,,,,,,1,1,0,
1,20454,"レバミピド１００ｍｇ錠",10.1,"錠",22,屯服,40,0,40,404,0,404,40,,,,,,,,,,c,1,40,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",59,"Ａ",34,他注,21,0,21,1239,0,1239,21,,,,,,,,,,a,1,21,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",59,"Ａ",50,手術,44.4,0,44.4,2619.6,0,2619.6,44.4,,,,,,,,,,,1,44.4,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.7,"錠",22,屯服,120,0,120,804,0,804,120,,,,,,,,,,a,1,120,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",22,屯服,570,0,570,5757,0,5757,570,,,,,,,,,,b,1,570,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,570,0,570,5757,0,5757,570,,,,,,,,,,c,1,570,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,24,0,24,264,0,264,24,,,,,,,,,,,1,24,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,4,0,4,44,0,44,4,,,,,,,,,,,1,4,0,
1,28007,"ヒルドイドソフト軟膏０．３％",18.5,"ｇ",40,処置,1088,0,1088,20128,0,20128,1088,,,,,,,,,,,1,1088,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.8,"ｇ",23,外用,760,0,760,3648,0,3648,760,,,,,,,,,,c,1,760,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.9,"枚",23,外用,28,0,28,361.2,0,361.2,28,,,,,,,,,,b,1,28,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.4,"枚",23,外用,1071,0,1071,19706.4,0,19706.4,1071,,,,,,,,,,b,1,1071,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3476,"筒",32,静脈,9,0,9,31284,0,31284,9,,,,,,,,,,b,1,9,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,4,0,4,236,0,236,4,,,,,,,,,,,1,4,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",40,処置,1,0,1,59,0,59,1,,,,,,,,,,,1,1,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,6,0,6,354,0,354,6,,,,,,,,,,,1,6,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,2,0,2,50122,0,50122,2,,,,,,,,,,,1,2,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,4,0,4,99756,0,99756,4,,,,,,,,,,,1,4,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,2100,0,2100,5082,0,5082,2100,,,,,,,,,,,10,210,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",79,"Ａ",50,手術,2,0,2,158,0,158,2,,,,,,,,,,,1,2,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",785,"瓶",34,他注,9.25,0,9.25,7261.25,0,7261.25,9.25,,,,,,,,,,,1,9.25,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,12,0,12,4116,0,4116,12,,,,,,,,,,,1,12,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",62,"Ａ",50,手術,1,0,1,62,0,62,1,,,,,,,,,,,1,1,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1711,0,1711,0,0,0,1711,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,784,0,784,13328,0,13328,784,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,427,0,427,,,,427,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
3,1502,"医療情報取得加算（初診）",1,,,,449,0,449,,,,449,,,,,,,,,,,0,0,0,
3,1521,"医療ＤＸ推進体制整備加算１(初診)",11,,,,450,0,450,,,,450,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,24,0,24,,,,24,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,25,0,25,,,,25,,,,,,,,,,,0,0,0,
3,3,"他保険にて再診料請求済み",0,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,2249,0,2249,,,,2249,,,,,,,,,,,0,0,0,
3,1251,"再診料",75,,,,2002,0,2002,,,,2002,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",75,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,342,0,342,,,,342,,,,,,,,,,,0,0,0,
3,1504,"医療情報取得加算（再診）",1,,,,491,0,491,,,,491,,,,,,,,,,,0,0,0,
