品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",34,他注,4,0,4,3252,0,3252,4,,,,,,,,,,b,1,4,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",40,処置,46,0,46,37398,0,37398,46,,,,,,,,,,,1,46,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,4,0,4,248,0,248,4,,,,,,,,,,,1,4,0,
1,20062,"生理食塩液ＰＬ「フソー」　１００ｍ",132,"瓶",50,手術,1,0,1,132,0,132,1,,,,,,,,,,,1,1,0,
1,20084,"キシロカイン注射液「１％」エピレナ",9.6,"mLＶ",50,手術,10,0,10,96,0,96,10,,,,,,,,,,,10,1,0,
1,20205,"ビーフリード輸液　５００ｍＬ",490,"ｷｯﾄ",33,点滴,18,0,18,8820,0,8820,18,,,,,,,,,,,1,18,0,
1,20310,"ラクテック注　５００ｍＬ",215,"袋",33,点滴,15,0,15,3225,0,3225,15,,,,,,,,,,,1,15,0,
1,21076,"ロキソニン錠６０ｍｇ",11,"錠",22,屯服,58,0,58,638,0,638,58,,,,,,,,,,b,1,58,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,58,0,58,585.8,0,585.8,58,,,,,,,,,,c,1,58,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",23,外用,10,0,10,110,0,110,10,,,,,,,,,,,1,10,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,18,0,18,198,0,198,18,,,,,,,,,,,1,18,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,2,0,2,22,0,22,2,,,,,,,,,,,1,2,0,
1,28007,"ヒルドイドソフト軟膏０．３％",20.1,"ｇ",40,処置,1520,0,1520,30552,0,30552,1520,,,,,,,,,,,1,1520,0,
1,28022,"モーラステープＬ４０ｍｇ　１０ｃｍ",31.6,"枚",23,外用,49,0,49,1548.4,0,1548.4,49,,,,,,,,,,b,1,49,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",16.7,"枚",23,外用,14,0,14,233.8,0,233.8,14,,,,,,,,,,b,1,14,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,14,0,14,826,0,826,14,,,,,,,,,,,1,14,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",40,処置,0.6,0,0.6,35.4,0,35.4,0.6,,,,,,,,,,,1,0.6,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,3,0,3,177,0,177,3,,,,,,,,,,,1,3,0,
1,30020,"ケナコルト－Ａ皮内用関節腔内用水懸",204,"mLＶ",34,他注,0.5,0,0.5,102,0,102,0.5,,,,,,,,,,,1,0.5,0,
1,30023,"大塚生食注　２０ｍＬ",62,"Ａ",50,手術,1,0,1,62,0,62,1,,,,,,,,,,,1,1,0,
1,30045,"イソジン液１０％",2.46,"mL",40,処置,480,0,480,1180.8,0,1180.8,480,,,,,,,,,,,10,48,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",800,"瓶",34,他注,6,0,6,4800,0,4800,6,,,,,,,,,,,1,6,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",800,"瓶",40,処置,0.25,0,0.25,200,0,200,0.25,,,,,,,,,,,1,0.25,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,4,0,4,1372,0,1372,4,,,,,,,,,,,1,4,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",62,"Ａ",50,手術,2,0,2,124,0,124,2,,,,,,,,,,,1,2,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,745,0,745,0,0,0,745,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,28,0,28,476,0,476,28,,,,,,,,,,,0,0,0,
3,2,"他保険にて初診料請求済み",0,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1000,"初診料",288,,,,213,0,213,,,,213,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3820,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
