品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",34,他注,45,0,45,29835,0,29835,45,,,,,,,,,,b,1,45,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",40,処置,273,0,273,180999,0,180999,273,,,,,,,,,,,1,273,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,16,0,16,1728,0,1728,16,,,,,,,,,,a,1,16,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,1,0,1,108,0,108,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,13,0,13,1300,0,1300,13,,,,,,,,,,,1,13,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,35,0,35,3500,0,3500,35,,,,,,,,,,,1,35,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",144,"袋",50,手術,12,0,12,1728,0,1728,12,,,,,,,,,,,1,12,0,
1,20149,"生理食塩液　１００ｍＬ",145,"瓶",40,処置,2,0,2,290,0,290,2,,,,,,,,,,,1,2,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",34,他注,11,0,11,1144,0,1144,11,,,,,,,,,,a,1,11,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",50,手術,17,0,17,1768,0,1768,17,,,,,,,,,,,1,17,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.5,"錠",22,屯服,80,0,80,520,0,520,80,,,,,,,,,,a,1,80,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",21,内服,84,0,84,907.2,0,907.2,84,,,,,,,,,,b,1,84,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",22,屯服,840,0,840,9072,0,9072,840,,,,,,,,,,b,1,840,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",21,内服,84,0,84,907.2,0,907.2,84,,,,,,,,,,c,1,84,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",22,屯服,840,0,840,9072,0,9072,840,,,,,,,,,,c,1,840,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,52,0,52,572,0,572,52,,,,,,,,,,,1,52,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,12,0,12,132,0,132,12,,,,,,,,,,,1,12,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,680,0,680,3060,0,3060,680,,,,,,,,,,c,1,680,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",13.1,"枚",23,外用,126,0,126,1650.6,0,1650.6,126,,,,,,,,,,c,1,126,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.2,"枚",23,外用,1505,0,1505,27391,0,27391,1505,,,,,,,,,,c,1,1505,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3204,"筒",32,静脈,9,0,9,28836,0,28836,9,,,,,,,,,,b,1,9,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",34,他注,1,0,1,63,0,63,1,,,,,,,,,,,1,1,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",50,手術,39.2,0,39.2,2469.6,0,2469.6,39.2,,,,,,,,,,,1,39.2,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,40,0,40,1002440,0,1002440,40,,,,,,,,,,,1,40,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24466,"筒",31,皮下,1,0,1,24466,0,24466,1,,,,,,,,,,,1,1,0,
1,30036,"プラリアＨＩ皮下注６０ｍｇシリンジ",24466,"筒",31,皮下,11,0,11,269126,0,269126,11,,,,,,,,,,,0,0,0,
1,30045,"イソジン液１０％",2.4,"mL",40,処置,2906,0,2906,6974.4,0,6974.4,2906,,,,,,,,,,,10,290.6,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",84,"Ａ",50,手術,1,0,1,84,0,84,1,,,,,,,,,,,1,1,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",769,"瓶",34,他注,0.5,0,0.5,384.5,0,384.5,0.5,,,,,,,,,,,1,0.5,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",351,"筒",50,手術,12,0,12,4212,0,4212,12,,,,,,,,,,,1,12,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",104,"Ａ",50,手術,1,0,1,104,0,104,1,,,,,,,,,,,1,1,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,2980,0,2980,0,0,0,2980,,,,,,,,,,,0,0,0,
2,40003,"マイクロファイン３１Ｇ×5mm",17,"本",4,,756,0,756,12852,0,12852,756,,,,,,,,,,,0,0,0,
2,40004,"マイクロファインプラス３２Ｇ",17,"本",4,,28,0,28,476,0,476,28,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,753,0,753,,,,753,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,19,0,19,,,,19,,,,,,,,,,,0,0,0,
3,1502,"医療情報取得加算（初診）",1,,,,771,0,771,,,,771,,,,,,,,,,,0,0,0,
3,1521,"医療ＤＸ推進体制整備加算１(初診)",12,,,,771,0,771,,,,771,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,21,0,21,,,,21,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,41,0,41,,,,41,,,,,,,,,,,0,0,0,
3,1023,"深夜加算（再診）（入院外）",420,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,3609,0,3609,,,,3609,,,,,,,,,,,0,0,0,
3,1251,"再診料",75,,,,3327,0,3327,,,,3327,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",75,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,384,0,384,,,,384,,,,,,,,,,,0,0,0,
3,1504,"医療情報取得加算（再診）",1,,,,438,0,438,,,,438,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1420,,,,276,0,276,,,,276,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,265,0,265,,,,265,,,,,,,,,,,0,0,0,
3,1030,"特定疾患療養指導料",225,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1059,"難病外来指導管理料",270,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,23,0,23,,,,23,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,9,0,9,,,,9,,,,,,,,,,,0,0,0,
3,1316,"在宅療養指導料",170,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,275,0,275,,,,275,,,,,,,,,,,0,0,0,
3,1061,"在宅自己注射指導管理料（１以外）（",750,,,,24,0,24,,,,24,,,,,,,,,,,0,0,0,
3,1062,"在宅自己注射指導管理料（１以外）（",650,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1065,"注入器加算",300,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1074,"注射針加算  ロ",130,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1400,"導入初期加算（在宅自己注射指導管理",580,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,20291,"バイオ後続品導入初期加算（在宅自己",150,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
4,9952,"内服・屯服調剤料",11,,,,45,0,45,,,,45,,,,,,,,,,,0,0,0,
4,9956,"外用調剤料",8,,,,68,0,68,,,,68,,,,,,,,,,,0,0,0,
4,9950,"処方料",42,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
5,3000,"皮下筋肉内注射",25,,,,34,0,34,,,,34,,,,,,,,,,,0,0,0,
5,3001,"静脈内注射",37,,,,9,0,9,,,,9,,,,,,,,,,,0,0,0,
5,3034,"関節腔内注射",80,,,,47,0,47,,,,47,,,,,,,,,,,0,0,0,
5,3035,"腱鞘内注射",42,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
6,1667,"労　消炎鎮痛等１日",35,,,,254,0,254,,,,254,,,,,,,,,,,0,0,0,
6,4000,"労　処置１．５加算",1.5,,,,35,0,35,,,,35,,,,,,,,,,,0,0,0,
6,4050,"肋骨骨折固定術",500,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,4059,"関節穿刺",120,,,,274,0,274,,,,274,,,,,,,,,,,0,0,0,
6,4060,"ガングリオン穿刺術",80,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
6,4070,"鶏眼・胼胝処置",170,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
6,4084,"四肢ギプスシーネ（半肢）（片）",780,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
6,4085,"四肢ギプスシーネ（上肢、下肢）（片",1200,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
6,4086,"四肢ギプスシーネ（手指及び手、足）",490,,,,53,0,53,,,,53,,,,,,,,,,,0,0,0,
6,4095,"消炎鎮痛等処置器具",35,,,,1315,0,1315,,,,1315,,,,,,,,,,,0,0,0,
6,4113,"創傷処置１",52,,,,40,0,40,,,,40,,,,,,,,,,,0,0,0,
6,4146,"腰部固定帯固定",35,,,,19,0,19,,,,19,,,,,,,,,,,0,0,0,
6,4153,"腰部固定帯加算",170,,,,38,0,38,,,,38,,,,,,,,,,,0,0,0,
6,4181,"ギプス・指、手、足",490,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4182,"ギプス・半肢",780,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
6,4184,"ギプス・上肢、下肢",1200,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
6,4220,"ギプス３歳未満加算",1.55,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
6,40008,"治療用装具採型法（体幹装具）",700,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
6,40010,"治療用装具採型法（その他）",200,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
7,5002,"幼児加算（手術）（３歳以上６歳未満",1.5,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
7,5010,"陥入爪手術　簡単",1400,"指",,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5021,"非観血整復的　足他",1440,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
7,5022,"非観血的整復　手",1440,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
7,5023,"非観血的整復　前腕",2040,,,,9,0,9,,,,9,,,,,,,,,,,0,0,0,
7,5024,"非観血的整復　下腿",2040,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5026,"非観血的整復　上腕",1840,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5027,"非観血的整復　鎖骨",1440,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5043,"創傷処理達しない小",530,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5063,"切開　（小）",640,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5072,"トリガポイント注射",70,,,,36,0,36,,,,36,,,,,,,,,,,0,0,0,
7,5079,"仙骨部ブロック　１",340,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5094,"脱臼非観血的　小児",960,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5126,"体外衝撃波疼痛治療術",5000,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5130,"末梢神経ラジオ波焼灼療法（一連とし",15000,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
7,9975,"手術　乳児加算",2,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
8,213,"末梢血液像（自動機械法）",15,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
8,514,"Ｂ－テストステロン",119,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,753,"Ｂ－結核菌特異的インターフェロン－",593,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
8,818,"抗核抗体（蛍光抗体法）定性",99,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
8,1297,"Ｂ－ＣＲＰ",16,,,,39,0,39,,,,39,,,,,,,,,,,0,0,0,
8,1340,"検査カウント",0,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
8,6001,"Ｂ－Ｖ",40,,,,78,0,78,,,,78,,,,,,,,,,,0,0,0,
8,6020,"超音波検査（断層撮",350,,,,314,0,314,,,,314,,,,,,,,,,,0,0,0,
8,6105,"末梢血液一般検査",21,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
8,6111,"ＨｂＡ１Ｃ",49,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6137,"ＴＰ",11,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
8,6150,"アルブミン",11,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
8,6152,"ＢＵＮ",11,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
8,6154,"クレアチニン",11,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
8,6155,"尿酸",11,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
8,6156,"グルコース",11,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6159,"ＡＬＰ",11,,,,55,0,55,,,,55,,,,,,,,,,,0,0,0,
8,6160,"Ｎａ，Ｃ・",11,,,,76,0,76,,,,76,,,,,,,,,,,0,0,0,
