品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",34,他注,21,0,21,16380,0,16380,21,,,,,,,,,,b,1,21,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",40,処置,139,0,139,108420,0,108420,139,,,,,,,,,,,1,139,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",63,"Ａ",50,手術,1,0,1,63,0,63,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,28,0,28,1736,0,1736,28,,,,,,,,,,,1,28,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,34,0,34,2108,0,2108,34,,,,,,,,,,,1,34,0,
1,20085,"生理食塩液　１００ｍＬ",145,"袋",50,手術,2,0,2,290,0,290,2,,,,,,,,,,,1,2,0,
1,20279,"ユーパスタコーワ軟膏",16.4,"ｇ",40,処置,12,0,12,196.8,0,196.8,12,,,,,,,,,,,1,12,0,
1,20346,"生食注「トーワ」　２０ｍＬ",62,"Ａ",50,手術,1,0,1,62,0,62,1,,,,,,,,,,,1,1,0,
1,20462,"シンポニー皮下注５０ｍｇオートイン",109382,"ｷｯﾄ",31,皮下,2,0,2,218764,0,218764,2,,,,,,,,,,,1,2,0,
1,21037,"カロナール錠２００　２００ｍｇ",5.9,"錠",22,屯服,160,0,160,944,0,944,160,,,,,,,,,,a,1,160,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",21,内服,126,0,126,1272.6,0,1272.6,126,,,,,,,,,,b,1,126,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",22,屯服,340,0,340,3434,0,3434,340,,,,,,,,,,b,1,340,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,126,0,126,1272.6,0,1272.6,126,,,,,,,,,,c,1,126,0,
