品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",34,他注,45,0,45,29835,0,29835,45,,,,,,,,,,b,1,45,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",40,処置,309,0,309,204867,0,204867,309,,,,,,,,,,,1,309,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,61,0,61,6588,0,6588,61,,,,,,,,,,a,1,61,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,19,0,19,1900,0,1900,19,,,,,,,,,,,1,19,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,69,0,69,6900,0,6900,69,,,,,,,,,,,1,69,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",144,"袋",40,処置,1,0,1,144,0,144,1,,,,,,,,,,,1,1,0,
1,20085,"生理食塩液　１００ｍＬ",144,"袋",50,手術,2,0,2,288,0,288,2,,,,,,,,,,,1,2,0,
1,20346,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,1,0,1,100,0,100,1,,,,,,,,,,,1,1,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",34,他注,47,0,47,4888,0,4888,47,,,,,,,,,,a,1,47,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",50,手術,34,0,34,3536,0,3536,34,,,,,,,,,,,1,34,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.5,"錠",22,屯服,80,0,80,520,0,520,80,,,,,,,,,,a,1,80,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",21,内服,84,0,84,907.2,0,907.2,84,,,,,,,,,,b,1,84,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",22,屯服,910,0,910,9828,0,9828,910,,,,,,,,,,b,1,910,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",21,内服,84,0,84,907.2,0,907.2,84,,,,,,,,,,c,1,84,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",22,屯服,910,0,910,9828,0,9828,910,,,,,,,,,,c,1,910,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,56,0,56,616,0,616,56,,,,,,,,,,,1,56,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,1760,0,1760,7920,0,7920,1760,,,,,,,,,,c,1,1760,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",13.1,"枚",23,外用,413,0,413,5410.3,0,5410.3,413,,,,,,,,,,c,1,413,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.2,"枚",23,外用,1302,0,1302,23696.4,0,23696.4,1302,,,,,,,,,,c,1,1302,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3204,"筒",32,静脈,9,0,9,28836,0,28836,9,,,,,,,,,,b,1,9,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",34,他注,5,0,5,315,0,315,5,,,,,,,,,,,1,5,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",40,処置,1,0,1,63,0,63,1,,,,,,,,,,,1,1,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",50,手術,25.8,0,25.8,1625.4,0,1625.4,25.8,,,,,,,,,,,1,25.8,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,56,0,56,1403416,0,1403416,56,,,,,,,,,,,1,56,0,
1,30036,"プラリアＨＩ皮下注６０ｍｇシリンジ",24466,"筒",31,皮下,12,0,12,293592,0,293592,12,,,,,,,,,,,0,0,0,
1,30045,"イソジン液１０％",2.4,"mL",40,処置,3336,0,3336,8006.4,0,8006.4,3336,,,,,,,,,,,10,333.6,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",351,"筒",50,手術,18,0,18,6318,0,6318,18,,,,,,,,,,,1,18,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,2500,0,2500,0,0,0,2500,,,,,,,,,,,0,0,0,
2,40003,"マイクロファイン３１Ｇ×5mm",17,"本",4,,924,0,924,15708,0,15708,924,,,,,,,,,,,0,0,0,
2,40004,"マイクロファインプラス３２Ｇ",17,"本",4,,28,0,28,476,0,476,28,,,,,,,,,,,0,0,0,
3,14,"電子的診療情報連携体制整備加算２（",9,,,,680,0,680,,,,680,,,,,,,,,,,0,0,0,
3,966,"特定機能病院等紹介患者受入加算（初",60,,,,13,0,13,,,,13,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,665,0,665,,,,665,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,26,0,26,,,,26,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,17,0,17,,,,17,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,65,0,65,,,,65,,,,,,,,,,,0,0,0,
3,20,"電子的診療情報連携体制整備加算（再",2,,,,1103,0,1103,,,,1103,,,,,,,,,,,0,0,0,
3,1023,"深夜加算（再診）（入院外）",420,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1251,"再診料",76,,,,3894,0,3894,,,,3894,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",76,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,639,0,639,,,,639,,,,,,,,,,,0,0,0,
3,1607,"労　同日再診",1430,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1430,,,,266,0,266,,,,266,,,,,,,,,,,0,0,0,
