品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",34,他注,30,0,30,24390,0,24390,30,,,,,,,,,,b,1,30,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",40,処置,77,0,77,62601,0,62601,77,,,,,,,,,,,1,77,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",57,"Ａ",50,手術,5,0,5,285,0,285,5,,,,,,,,,,,1,5,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,11,0,11,682,0,682,11,,,,,,,,,,,1,11,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,14,0,14,868,0,868,14,,,,,,,,,,,1,14,0,
1,20085,"生理食塩液　１００ｍＬ",132,"袋",50,手術,1,0,1,132,0,132,1,,,,,,,,,,,1,1,0,
1,20310,"ラクテック注　５００ｍＬ",215,"袋",33,点滴,17,0,17,3655,0,3655,17,,,,,,,,,,,1,17,0,
1,21076,"ロキソニン錠６０ｍｇ",11,"錠",21,内服,168,0,168,1848,0,1848,168,,,,,,,,,,b,1,168,0,
1,21076,"ロキソニン錠６０ｍｇ",11,"錠",22,屯服,270,0,270,2970,0,2970,270,,,,,,,,,,b,1,270,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,168,0,168,1696.8,0,1696.8,168,,,,,,,,,,c,1,168,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,270,0,270,2727,0,2727,270,,,,,,,,,,c,1,270,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,20,0,20,220,0,220,20,,,,,,,,,,,1,20,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,6,0,6,66,0,66,6,,,,,,,,,,,1,6,0,
