品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",34,他注,24,0,24,16920,0,16920,24,,,,,,,,,,b,1,24,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",40,処置,179,0,179,126195,0,126195,179,,,,,,,,,,,1,179,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,20,0,20,2160,0,2160,20,,,,,,,,,,a,1,20,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,2,0,2,216,0,216,2,,,,,,,,,,,1,2,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,21,0,21,2100,0,2100,21,,,,,,,,,,,1,21,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,35,0,35,3500,0,3500,35,,,,,,,,,,,1,35,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",50,手術,13,0,13,1911,0,1911,13,,,,,,,,,,,1,13,0,
1,20310,"ラクテック注　５００ｍＬ",231,"袋",33,点滴,3,0,3,693,0,693,3,,,,,,,,,,,1,3,0,
1,20310,"ラクテック注　５００ｍＬ",231,"袋",50,手術,3,0,3,693,0,693,3,,,,,,,,,,,1,3,0,
1,20372,"イントラリポス輸液２０％　１００ｍ",1182,"袋",33,点滴,2,0,2,2364,0,2364,2,,,,,,,,,,,1,2,0,
1,20427,"エルネオパＮＦ１号輸液　１，０００",1244,"ｷｯﾄ",33,点滴,2,0,2,2488,0,2488,2,,,,,,,,,,,1,2,0,
1,20431,"ヘパリンＮａロック用１００Ｕ／ｍＬ",158,"筒",32,静脈,5,0,5,790,0,790,5,,,,,,,,,,,1,5,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",34,他注,15,0,15,1500,0,1500,15,,,,,,,,,,a,1,15,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",50,手術,18.2,0,18.2,1820,0,1820,18.2,,,,,,,,,,,1,18.2,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.7,"錠",22,屯服,140,0,140,938,0,938,140,,,,,,,,,,a,1,140,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",22,屯服,660,0,660,6864,0,6864,660,,,,,,,,,,b,1,660,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",22,屯服,660,0,660,6864,0,6864,660,,,,,,,,,,c,1,660,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,24,0,24,264,0,264,24,,,,,,,,,,,1,24,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,4,0,4,44,0,44,4,,,,,,,,,,,1,4,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,880,0,880,3960,0,3960,880,,,,,,,,,,c,1,880,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.7,"枚",23,外用,56,0,56,711.2,0,711.2,56,,,,,,,,,,c,1,56,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",17.6,"枚",23,外用,1295,0,1295,22792,0,22792,1295,,,,,,,,,,c,1,1295,0,
1,28052,"プロスタンディン軟膏０．００３％",34.3,"ｇ",40,処置,15,0,15,514.5,0,514.5,15,,,,,,,,,,,1,15,0,
