品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",34,他注,50,0,50,35250,0,35250,50,,,,,,,,,,b,1,50,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",40,処置,231,0,231,162855,0,162855,231,,,,,,,,,,,1,231,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,19,0,19,2052,0,2052,19,,,,,,,,,,a,1,19,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,2,0,2,216,0,216,2,,,,,,,,,,,1,2,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,7,0,7,700,0,700,7,,,,,,,,,,,1,7,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,40,0,40,4000,0,4000,40,,,,,,,,,,,1,40,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,3,0,3,97824,0,97824,3,,,,,,,,,,,1,3,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",33,点滴,2,0,2,294,0,294,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",50,手術,7,0,7,1029,0,1029,7,,,,,,,,,,,1,7,0,
1,20214,"０．５％ヘキザック水Ｒ",0.68,"mL",50,手術,70,0,70,47.6,0,47.6,70,,,,,,,,,,,10,7,0,
1,20310,"ラクテック注　５００ｍＬ",231,"袋",33,点滴,1,0,1,231,0,231,1,,,,,,,,,,,1,1,0,
1,20427,"エルネオパＮＦ１号輸液　１，０００",1244,"ｷｯﾄ",33,点滴,1,0,1,1244,0,1244,1,,,,,,,,,,,1,1,0,
1,20431,"ヘパリンＮａロック用１００Ｕ／ｍＬ",158,"筒",32,静脈,2,0,2,316,0,316,2,,,,,,,,,,,1,2,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",34,他注,12,0,12,1200,0,1200,12,,,,,,,,,,a,1,12,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",50,手術,5.6,0,5.6,560,0,560,5.6,,,,,,,,,,,1,5.6,0,
1,20582,"リドカイン塩酸塩注１％「日新」　１",100,"Ａ",50,手術,1,0,1,100,0,100,1,,,,,,,,,,,1,1,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.7,"錠",22,屯服,80,0,80,536,0,536,80,,,,,,,,,,a,1,80,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",21,内服,42,0,42,436.8,0,436.8,42,,,,,,,,,,b,1,42,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",22,屯服,480,0,480,4992,0,4992,480,,,,,,,,,,b,1,480,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",21,内服,42,0,42,436.8,0,436.8,42,,,,,,,,,,c,1,42,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",22,屯服,480,0,480,4992,0,4992,480,,,,,,,,,,c,1,480,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,36,0,36,396,0,396,36,,,,,,,,,,,1,36,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,840,0,840,3780,0,3780,840,,,,,,,,,,c,1,840,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.7,"枚",23,外用,28,0,28,355.6,0,355.6,28,,,,,,,,,,c,1,28,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",17.6,"枚",23,外用,1183,0,1183,20820.8,0,20820.8,1183,,,,,,,,,,c,1,1183,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3293,"筒",32,静脈,11,0,11,36223,0,36223,11,,,,,,,,,,b,1,11,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",50,手術,46.5,0,46.5,2836.5,0,2836.5,46.5,,,,,,,,,,,1,46.5,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,10,0,10,250610,0,250610,10,,,,,,,,,,,1,10,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,3,0,3,74817,0,74817,3,,,,,,,,,,,1,3,0,
1,30036,"プラリアＨＩ皮下注６０ｍｇシリンジ",24939,"筒",31,皮下,8,0,8,199512,0,199512,8,,,,,,,,,,,0,0,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,2570,0,2570,6219.4,0,6219.4,2570,,,,,,,,,,,10,257,0,
1,30045,"イソジン液１０％",2.42,"mL",50,手術,20,0,20,48.4,0,48.4,20,,,,,,,,,,,10,2,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",79,"Ａ",50,手術,2,0,2,158,0,158,2,,,,,,,,,,,1,2,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,12,0,12,4116,0,4116,12,,,,,,,,,,,1,12,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",100,"Ａ",50,手術,1,0,1,100,0,100,1,,,,,,,,,,,1,1,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1842,0,1842,0,0,0,1842,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,686,0,686,11662,0,11662,686,,,,,,,,,,,0,0,0,
2,40004,"マイクロファインプラス３２Ｇ",17,"本",4,,28,0,28,476,0,476,28,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,473,0,473,,,,473,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,17,0,17,,,,17,,,,,,,,,,,0,0,0,
3,1502,"医療情報取得加算（初診）",1,,,,493,0,493,,,,493,,,,,,,,,,,0,0,0,
3,1521,"医療ＤＸ推進体制整備加算１(初診)",12,,,,494,0,494,,,,494,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,23,0,23,,,,23,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,2408,0,2408,,,,2408,,,,,,,,,,,0,0,0,
3,1251,"再診料",75,,,,2242,0,2242,,,,2242,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",75,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,324,0,324,,,,324,,,,,,,,,,,0,0,0,
3,1504,"医療情報取得加算（再診）",1,,,,319,0,319,,,,319,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1420,,,,164,0,164,,,,164,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,139,0,139,,,,139,,,,,,,,,,,0,0,0,
3,1059,"難病外来指導管理料",270,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,17,0,17,,,,17,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1316,"在宅療養指導料",170,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,163,0,163,,,,163,,,,,,,,,,,0,0,0,
3,20563,"生活習慣病管理料１（高血圧症を主病",660,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1061,"在宅自己注射指導管理料（１以外）（",750,,,,21,0,21,,,,21,,,,,,,,,,,0,0,0,
3,1062,"在宅自己注射指導管理料（１以外）（",650,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1400,"導入初期加算（在宅自己注射指導管理",580,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
3,20291,"バイオ後続品導入初期加算（在宅自己",150,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
4,9952,"内服・屯服調剤料",11,,,,26,0,26,,,,26,,,,,,,,,,,0,0,0,
4,9956,"外用調剤料",8,,,,49,0,49,,,,49,,,,,,,,,,,0,0,0,
4,9950,"処方料",42,,,,51,0,51,,,,51,,,,,,,,,,,0,0,0,
5,3000,"皮下筋肉内注射",25,,,,23,0,23,,,,23,,,,,,,,,,,0,0,0,
5,3001,"静脈内注射",37,,,,11,0,11,,,,11,,,,,,,,,,,0,0,0,
5,3002,"点滴注射（５００）",102,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
5,3005,"点滴注射（その他）",53,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
5,3031,"植込型カテーテルによる中心静脈注射",125,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
5,3034,"関節腔内注射",80,,,,32,0,32,,,,32,,,,,,,,,,,0,0,0,
5,3035,"腱鞘内注射",42,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
6,1667,"労　消炎鎮痛等１日",35,,,,137,0,137,,,,137,,,,,,,,,,,0,0,0,
6,4000,"労　処置１．５加算",1.5,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,4050,"肋骨骨折固定術",500,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
6,4059,"関節穿刺",120,,,,239,0,239,,,,239,,,,,,,,,,,0,0,0,
6,4060,"ガングリオン穿刺術",80,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
6,4084,"四肢ギプスシーネ（半肢）（片）",780,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,4085,"四肢ギプスシーネ（上肢、下肢）（片",1200,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
6,4086,"四肢ギプスシーネ（手指及び手、足）",490,,,,37,0,37,,,,37,,,,,,,,,,,0,0,0,
6,4095,"消炎鎮痛等処置器具",35,,,,863,0,863,,,,863,,,,,,,,,,,0,0,0,
6,4107,"粘（滑）液嚢穿刺注入（片）",100,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,4113,"創傷処置１",52,,,,46,0,46,,,,46,,,,,,,,,,,0,0,0,
6,4146,"腰部固定帯固定",35,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
6,4153,"腰部固定帯加算",170,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
6,4182,"ギプス・半肢",780,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
6,4184,"ギプス・上肢、下肢",1200,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,4190,"シャーレ・上肢下肢",240,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4220,"ギプス３歳未満加算",1.55,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,40008,"治療用装具採型法（体幹装具）",700,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
6,40010,"治療用装具採型法（その他）",200,,,,10,0,10,,,,10,,,,,,,,,,,0,0,0,
7,5002,"幼児加算（手術）（３歳以上６歳未満",1.5,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5010,"陥入爪手術　簡単",1400,"指",,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5021,"非観血整復的　足他",1440,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
7,5022,"非観血的整復　手",1440,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5023,"非観血的整復　前腕",2040,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
