品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",34,他注,13,0,13,9165,0,9165,13,,,,,,,,,,b,1,13,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",40,処置,217,0,217,152985,0,152985,217,,,,,,,,,,,1,217,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,6,0,6,648,0,648,6,,,,,,,,,,a,1,6,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,1,0,1,108,0,108,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,30,0,30,3000,0,3000,30,,,,,,,,,,,1,30,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,63,0,63,6300,0,6300,63,,,,,,,,,,,1,63,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,3,0,3,97824,0,97824,3,,,,,,,,,,,1,3,0,
1,20083,"フィブラストスプレー５００　５００",6907.7,"瓶",40,処置,1,0,1,6907.7,0,6907.7,1,,,,,,,,,,,1,1,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",50,手術,2,0,2,294,0,294,2,,,,,,,,,,,1,2,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",34,他注,40,0,40,4000,0,4000,40,,,,,,,,,,a,1,40,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",40,処置,1,0,1,100,0,100,1,,,,,,,,,,,1,1,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",50,手術,27.2,0,27.2,2720,0,2720,27.2,,,,,,,,,,,1,27.2,0,
1,20582,"リドカイン塩酸塩注１％「日新」　１",100,"Ａ",34,他注,1,0,1,100,0,100,1,,,,,,,,,,a,1,1,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",21,内服,264,0,264,2745.6,0,2745.6,264,,,,,,,,,,b,1,264,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",22,屯服,480,0,480,4992,0,4992,480,,,,,,,,,,b,1,480,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",21,内服,264,0,264,2745.6,0,2745.6,264,,,,,,,,,,c,1,264,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",22,屯服,480,0,480,4992,0,4992,480,,,,,,,,,,c,1,480,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,40,0,40,440,0,440,40,,,,,,,,,,,1,40,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,4,0,4,44,0,44,4,,,,,,,,,,,1,4,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,200,0,200,900,0,900,200,,,,,,,,,,c,1,200,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.7,"枚",23,外用,14,0,14,177.8,0,177.8,14,,,,,,,,,,c,1,14,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",17.6,"枚",23,外用,1050,0,1050,18480,0,18480,1050,,,,,,,,,,c,1,1050,0,
1,28052,"プロスタンディン軟膏０．００３％",34.3,"ｇ",40,処置,30,0,30,1029,0,1029,30,,,,,,,,,,,1,30,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3293,"筒",32,静脈,12,0,12,39516,0,39516,12,,,,,,,,,,b,1,12,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",34,他注,1,0,1,61,0,61,1,,,,,,,,,,,1,1,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",50,手術,4,0,4,244,0,244,4,,,,,,,,,,,1,4,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,10,0,10,250610,0,250610,10,,,,,,,,,,,1,10,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,7,0,7,174573,0,174573,7,,,,,,,,,,,1,7,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,2490,0,2490,6025.8,0,6025.8,2490,,,,,,,,,,,10,249,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",79,"Ａ",50,手術,2,0,2,158,0,158,2,,,,,,,,,,,1,2,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",785,"瓶",34,他注,11.5,0,11.5,9027.5,0,9027.5,11.5,,,,,,,,,,,1,11.5,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,25,0,25,8575,0,8575,25,,,,,,,,,,,1,25,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",100,"Ａ",50,手術,1,0,1,100,0,100,1,,,,,,,,,,,1,1,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,2142,0,2142,0,0,0,2142,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,588,0,588,9996,0,9996,588,,,,,,,,,,,0,0,0,
3,0,"乳幼児休日加算（初診）",365,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,593,0,593,,,,593,,,,,,,,,,,0,0,0,
3,1002,"休日加算（初診）",250,,,,41,0,41,,,,41,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,21,0,21,,,,21,,,,,,,,,,,0,0,0,
3,1502,"医療情報取得加算（初診）",1,,,,611,0,611,,,,611,,,,,,,,,,,0,0,0,
3,1521,"医療ＤＸ推進体制整備加算１(初診)",12,,,,612,0,612,,,,612,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,19,0,19,,,,19,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,40,0,40,,,,40,,,,,,,,,,,0,0,0,
3,1021,"時間外加算（再診）（入院外）",65,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1022,"休日加算（再診）（入院外）",190,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,2209,0,2209,,,,2209,,,,,,,,,,,0,0,0,
3,1251,"再診料",75,,,,2101,0,2101,,,,2101,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",75,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,327,0,327,,,,327,,,,,,,,,,,0,0,0,
3,1504,"医療情報取得加算（再診）",1,,,,265,0,265,,,,265,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1420,,,,103,0,103,,,,103,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,9,0,9,,,,9,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,113,0,113,,,,113,,,,,,,,,,,0,0,0,
3,1030,"特定疾患療養指導料",225,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1059,"難病外来指導管理料",270,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,21,0,21,,,,21,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1316,"在宅療養指導料",170,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,103,0,103,,,,103,,,,,,,,,,,0,0,0,
3,1061,"在宅自己注射指導管理料（１以外）（",750,,,,21,0,21,,,,21,,,,,,,,,,,0,0,0,
3,1062,"在宅自己注射指導管理料（１以外）（",650,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
3,1400,"導入初期加算（在宅自己注射指導管理",580,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,20291,"バイオ後続品導入初期加算（在宅自己",150,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
