品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",34,他注,13,0,13,9165,0,9165,13,,,,,,,,,,b,1,13,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",40,処置,216,0,216,152280,0,152280,216,,,,,,,,,,,1,216,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,19,0,19,1900,0,1900,19,,,,,,,,,,,1,19,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,57,0,57,5700,0,5700,57,,,,,,,,,,,1,57,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",34,他注,22,0,22,2200,0,2200,22,,,,,,,,,,a,1,22,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",50,手術,9,0,9,900,0,900,9,,,,,,,,,,,1,9,0,
1,20582,"リドカイン塩酸塩注１％「日新」　１",100,"Ａ",34,他注,5,0,5,500,0,500,5,,,,,,,,,,a,1,5,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",21,内服,126,0,126,1310.4,0,1310.4,126,,,,,,,,,,b,1,126,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",22,屯服,480,0,480,4992,0,4992,480,,,,,,,,,,b,1,480,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",21,内服,126,0,126,1310.4,0,1310.4,126,,,,,,,,,,c,1,126,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",22,屯服,480,0,480,4992,0,4992,480,,,,,,,,,,c,1,480,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,52,0,52,572,0,572,52,,,,,,,,,,,1,52,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,240,0,240,1080,0,1080,240,,,,,,,,,,c,1,240,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.7,"枚",23,外用,70,0,70,889,0,889,70,,,,,,,,,,c,1,70,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",17.6,"枚",23,外用,840,0,840,14784,0,14784,840,,,,,,,,,,c,1,840,0,
1,28053,"ゲーベンクリーム１％",12.8,"ｇ",40,処置,4,0,4,51.2,0,51.2,4,,,,,,,,,,,1,4,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3293,"筒",32,静脈,12,0,12,39516,0,39516,12,,,,,,,,,,b,1,12,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",34,他注,6,0,6,366,0,366,6,,,,,,,,,,,1,6,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",50,手術,9,0,9,549,0,549,9,,,,,,,,,,,1,9,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,8,0,8,200488,0,200488,8,,,,,,,,,,,1,8,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,12,0,12,299268,0,299268,12,,,,,,,,,,,1,12,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,2332,0,2332,5643.44,0,5643.44,2332,,,,,,,,,,,10,233.2,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",785,"瓶",34,他注,13.75,0,13.75,10793.75,0,10793.75,13.75,,,,,,,,,,,1,13.75,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,39,0,39,13377,0,13377,39,,,,,,,,,,,1,39,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",100,"Ａ",50,手術,2,0,2,200,0,200,2,,,,,,,,,,,1,2,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1656,0,1656,0,0,0,1656,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,784,0,784,13328,0,13328,784,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,481,0,481,,,,481,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,19,0,19,,,,19,,,,,,,,,,,0,0,0,
3,1502,"医療情報取得加算（初診）",1,,,,494,0,494,,,,494,,,,,,,,,,,0,0,0,
3,1521,"医療ＤＸ推進体制整備加算１(初診)",12,,,,495,0,495,,,,495,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,25,0,25,,,,25,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,2197,0,2197,,,,2197,,,,,,,,,,,0,0,0,
3,1251,"再診料",75,,,,2064,0,2064,,,,2064,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,310,0,310,,,,310,,,,,,,,,,,0,0,0,
3,1504,"医療情報取得加算（再診）",1,,,,286,0,286,,,,286,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1420,,,,133,0,133,,,,133,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,124,0,124,,,,124,,,,,,,,,,,0,0,0,
3,1030,"特定疾患療養指導料",225,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1059,"難病外来指導管理料",270,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,14,0,14,,,,14,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1316,"在宅療養指導料",170,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,133,0,133,,,,133,,,,,,,,,,,0,0,0,
3,1061,"在宅自己注射指導管理料（１以外）（",750,,,,24,0,24,,,,24,,,,,,,,,,,0,0,0,
3,1062,"在宅自己注射指導管理料（１以外）（",650,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,1400,"導入初期加算（在宅自己注射指導管理",580,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
3,20291,"バイオ後続品導入初期加算（在宅自己",150,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
4,9952,"内服・屯服調剤料",11,,,,27,0,27,,,,27,,,,,,,,,,,0,0,0,
4,9956,"外用調剤料",8,,,,33,0,33,,,,33,,,,,,,,,,,0,0,0,
4,9950,"処方料",42,,,,34,0,34,,,,34,,,,,,,,,,,0,0,0,
5,3000,"皮下筋肉内注射",25,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
5,3001,"静脈内注射",37,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
5,3006,"局所注射",25,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
5,3034,"関節腔内注射",80,,,,20,0,20,,,,20,,,,,,,,,,,0,0,0,
5,3035,"腱鞘内注射",42,,,,47,0,47,,,,47,,,,,,,,,,,0,0,0,
6,1667,"労　消炎鎮痛等１日",35,,,,116,0,116,,,,116,,,,,,,,,,,0,0,0,
6,4000,"労　処置１．５加算",1.5,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
6,4050,"肋骨骨折固定術",500,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4059,"関節穿刺",120,,,,218,0,218,,,,218,,,,,,,,,,,0,0,0,
6,4060,"ガングリオン穿刺術",80,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,4070,"鶏眼・胼胝処置",170,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
6,4084,"四肢ギプスシーネ（半肢）（片）",780,,,,19,0,19,,,,19,,,,,,,,,,,0,0,0,
6,4085,"四肢ギプスシーネ（上肢、下肢）（片",1200,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
6,4086,"四肢ギプスシーネ（手指及び手、足）",490,,,,28,0,28,,,,28,,,,,,,,,,,0,0,0,
6,4095,"消炎鎮痛等処置器具",35,,,,447,0,447,,,,447,,,,,,,,,,,0,0,0,
6,4113,"創傷処置１",52,,,,40,0,40,,,,40,,,,,,,,,,,0,0,0,
6,4125,"熱傷２",135,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4129,"絆創膏固定術",500,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,4146,"腰部固定帯固定",35,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
6,4153,"腰部固定帯加算",170,,,,25,0,25,,,,25,,,,,,,,,,,0,0,0,
6,4182,"ギプス・半肢",780,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,4184,"ギプス・上肢、下肢",1200,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
6,4220,"ギプス３歳未満加算",1.55,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,40008,"治療用装具採型法（体幹装具）",700,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,40009,"治療用装具採型法（四肢装具）",700,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5002,"幼児加算（手術）（３歳以上６歳未満",1.5,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5010,"陥入爪手術　簡単",1400,"指",,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5021,"非観血整復的　足他",1440,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5022,"非観血的整復　手",1440,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5023,"非観血的整復　前腕",2040,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5024,"非観血的整復　下腿",2040,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5026,"非観血的整復　上腕",1840,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
7,5027,"非観血的整復　鎖骨",1440,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5040,"腱鞘切開術（関節鏡",2350,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5043,"創傷処理達しない小",530,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
7,5072,"トリガポイント注射",70,,,,51,0,51,,,,51,,,,,,,,,,,0,0,0,
7,5094,"脱臼非観血的　小児",960,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5104,"小児創傷処置５",500,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,9975,"手術　乳児加算",2,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,213,"末梢血液像（自動機械法）",15,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,514,"Ｂ－テストステロン",119,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,818,"抗核抗体（蛍光抗体法）定性",99,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
8,1297,"Ｂ－ＣＲＰ",16,,,,26,0,26,,,,26,,,,,,,,,,,0,0,0,
8,1340,"検査カウント",0,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6001,"Ｂ－Ｖ",40,,,,45,0,45,,,,45,,,,,,,,,,,0,0,0,
8,6020,"超音波検査（断層撮",350,,,,135,0,135,,,,135,,,,,,,,,,,0,0,0,
8,6105,"末梢血液一般検査",21,,,,45,0,45,,,,45,,,,,,,,,,,0,0,0,
8,6111,"ＨｂＡ１Ｃ",49,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6137,"ＴＰ",11,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6150,"アルブミン",11,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6152,"ＢＵＮ",11,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6154,"クレアチニン",11,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6155,"尿酸",11,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6156,"グルコース",11,,,,26,0,26,,,,26,,,,,,,,,,,0,0,0,
8,6159,"ＡＬＰ",11,,,,29,0,29,,,,29,,,,,,,,,,,0,0,0,
8,6160,"Ｎａ，Ｃ・",11,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6161,"Ｂ－カリウム",11,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6162,"Ｃａ",11,,,,29,0,29,,,,29,,,,,,,,,,,0,0,0,
8,6163,"Ｂ－Ｐ及びＨＰＯ４",17,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6168,"アミラーゼ",11,,,,28,0,28,,,,28,,,,,,,,,,,0,0,0,
8,6170,"γ－ＧＴＰ",11,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6172,"ＣＰＫ",11,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6174,"Ｂ－ＬＤＨ",11,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6176,"ＴＧ",11,,,,26,0,26,,,,26,,,,,,,,,,,0,0,0,
8,6181,"ＧＯＴ",17,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6182,"ＧＰＴ",17,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6183,"総コレステ",17,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,6196,"ＨＤＬ－コレステ",17,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
8,6251,"ＨＢｓ抗原精密測定",88,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
8,6259,"ＨＣＶ抗体価精密測",102,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
8,6281,"Ｂ－ＴＲＡＣＰ－５ｂ",156,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6288,"梅毒脂質抗原使用検",15,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
8,6294,"梅毒トレポネーマ抗体定性",32,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
8,6296,"Ｂ－血清補体価ＣＨ",38,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
8,6317,"ＲＦ定量",30,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
8,6334,"抗シトルリン化ペプチド抗体定量",193,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
8,6349,"ＭＭＰ－３",116,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
8,6517,"Ｂ－Ｐ１ＮＰ",160,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6561,"培養同定検査（その他の部位）",180,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6630,"骨塩定量検査（ＤＥＸＡ法による腰椎",360,,,,32,0,32,,,,32,,,,,,,,,,,0,0,0,
8,6631,"大腿骨同時撮影加算（ＤＥＸＡ法）",90,,,,32,0,32,,,,32,,,,,,,,,,,0,0,0,
8,6705,"幼児加算（生体検査）（３歳以上６歳",1.4,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,6904,"関節液一般",0,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,9907,"（減）",0.9,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,9987,"生体検査乳幼児加算",1.7,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
8,60004,"Ｃａ　アルブミン補正",0,,,,29,0,29,,,,29,,,,,,,,,,,0,0,0,
8,60005,"赤血球沈降速度(院外)",0,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
8,0,"生化学Ⅰ　　　　　１０以上",103,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,9911,"血液学的検査判断料",125,,,,45,0,45,,,,45,,,,,,,,,,,0,0,0,
8,9912,"生化学Ⅰ判断料",144,,,,44,0,44,,,,44,,,,,,,,,,,0,0,0,
8,9913,"生化学Ⅱ判断料",144,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
8,9914,"免疫学的検査判断料",144,,,,26,0,26,,,,26,,,,,,,,,,,0,0,0,
8,9915,"微生物検査判断料",150,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
9,4004,"幼児加算（画像）",1.3,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
9,6632,"骨塩定量(オーダー用)",0,,,,32,0,32,,,,32,,,,,,,,,,,0,0,0,
9,6633,"エコー(オーダー用)",0,,,,155,0,155,,,,155,,,,,,,,,,,0,0,0,
9,7051,"Ｘ－Ｐ＜胸椎＞",85,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
9,7053,"Ｘ－Ｐ＜胸骨＞",85,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
9,7055,"Ｘ－Ｐ＜肋骨＞",85,,,,38,0,38,,,,38,,,,,,,,,,,0,0,0,
9,7060,"Ｘ－Ｐ＜腰椎＞",85,,,,265,0,265,,,,265,,,,,,,,,,,0,0,0,
9,7062,"Ｘ－Ｐ＜頸椎＞",85,,,,181,0,181,,,,181,,,,,,,,,,,0,0,0,
9,7066,"Ｘ－Ｐ＜股関節部＞",85,,,,59,0,59,,,,59,,,,,,,,,,,0,0,0,
9,7068,"Ｘ－Ｐ＜肩関節部＞",85,,,,93,0,93,,,,93,,,,,,,,,,,0,0,0,
9,7069,"Ｘ－Ｐ＜鎖骨＞",85,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
9,7072,"Ｘ－Ｐ＜肩鎖関節＞",85,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
9,7079,"Ｘ－Ｐ＜踵骨＞",43,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
9,7083,"Ｘ－Ｐ＜大腿＞",43,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
9,7085,"Ｘ－Ｐ＜膝関節＞",43,,,,305,0,305,,,,305,,,,,,,,,,,0,0,0,
9,7087,"Ｘ－Ｐ＜下腿＞",43,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
9,7088,"Ｘ－Ｐ＜足＞",43,,,,146,0,146,,,,146,,,,,,,,,,,0,0,0,
