品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",34,他注,27,0,27,21951,0,21951,27,,,,,,,,,,b,1,27,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",40,処置,81,0,81,65853,0,65853,81,,,,,,,,,,,1,81,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",57,"Ａ",50,手術,1,0,1,57,0,57,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,14,0,14,868,0,868,14,,,,,,,,,,,1,14,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,18,0,18,1116,0,1116,18,,,,,,,,,,,1,18,0,
1,20085,"生理食塩液　１００ｍＬ",132,"袋",50,手術,1,0,1,132,0,132,1,,,,,,,,,,,1,1,0,
1,20205,"ビーフリード輸液　５００ｍＬ",490,"ｷｯﾄ",33,点滴,5,0,5,2450,0,2450,5,,,,,,,,,,,1,5,0,
1,20279,"ユーパスタコーワ軟膏",18,"ｇ",40,処置,28,0,28,504,0,504,28,,,,,,,,,,,1,28,0,
1,20310,"ラクテック注　５００ｍＬ",215,"袋",33,点滴,12,0,12,2580,0,2580,12,,,,,,,,,,,1,12,0,
1,20346,"生食注「トーワ」　２０ｍＬ",62,"Ａ",50,手術,3,0,3,186,0,186,3,,,,,,,,,,,1,3,0,
1,21076,"ロキソニン錠６０ｍｇ",11,"錠",21,内服,84,0,84,924,0,924,84,,,,,,,,,,b,1,84,0,
1,21076,"ロキソニン錠６０ｍｇ",11,"錠",22,屯服,200,0,200,2200,0,2200,200,,,,,,,,,,b,1,200,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,84,0,84,848.4,0,848.4,84,,,,,,,,,,c,1,84,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,200,0,200,2020,0,2020,200,,,,,,,,,,c,1,200,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,22,0,22,242,0,242,22,,,,,,,,,,,1,22,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,12,0,12,132,0,132,12,,,,,,,,,,,1,12,0,
1,28007,"ヒルドイドソフト軟膏０．３％",20.1,"ｇ",40,処置,864,0,864,17366.4,0,17366.4,864,,,,,,,,,,,1,864,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",24.4,"枚",23,外用,413,0,413,10077.2,0,10077.2,413,,,,,,,,,,b,1,413,0,
1,28053,"ゲーベンクリーム１％",12.8,"ｇ",40,処置,4,0,4,51.2,0,51.2,4,,,,,,,,,,,1,4,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",4227,"筒",32,静脈,1,0,1,4227,0,4227,1,,,,,,,,,,b,1,1,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,14,0,14,826,0,826,14,,,,,,,,,,,1,14,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,15,0,15,885,0,885,15,,,,,,,,,,,1,15,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,14,0,14,350854,0,350854,14,,,,,,,,,,,1,14,0,
1,30045,"イソジン液１０％",2.46,"mL",40,処置,1012,0,1012,2489.52,0,2489.52,1012,,,,,,,,,,,10,101.2,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",85,"Ａ",50,手術,2,0,2,170,0,170,2,,,,,,,,,,,1,2,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",800,"瓶",34,他注,5.25,0,5.25,4200,0,4200,5.25,,,,,,,,,,,1,5.25,0,
1,30048,"ソフラチュール貼付剤１０ｃｍ　１０",54.1,"枚",50,手術,0.2,0,0.2,10.82,0,10.82,0.2,,,,,,,,,,,1,0.2,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,36,0,36,12348,0,12348,36,,,,,,,,,,,1,36,0,
1,30054,"リンデロン－ＶＧ軟膏０．１２％",27.7,"ｇ",40,処置,4,0,4,110.8,0,110.8,4,,,,,,,,,,,1,4,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",62,"Ａ",50,手術,5,0,5,310,0,310,5,,,,,,,,,,,1,5,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1171,0,1171,0,0,0,1171,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,56,0,56,952,0,952,56,,,,,,,,,,,0,0,0,
3,0,"乳幼児時間外加算（初診）",200,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,0,"乳幼児休日加算（初診）",365,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1000,"初診料",288,,,,308,0,308,,,,308,,,,,,,,,,,0,0,0,
3,1002,"休日加算（初診）",250,,,,47,0,47,,,,47,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,10,0,10,,,,10,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3820,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
3,3,"他保険にて再診料請求済み",0,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1022,"休日加算（再診）（入院外）",190,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,1503,0,1503,,,,1503,,,,,,,,,,,0,0,0,
3,1251,"再診料",73,,,,1395,0,1395,,,,1395,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",73,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,187,0,187,,,,187,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1400,,,,107,0,107,,,,107,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,24,0,24,,,,24,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,87,0,87,,,,87,,,,,,,,,,,0,0,0,
3,1030,"特定疾患療養指導料",225,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1316,"在宅療養指導料",170,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,107,0,107,,,,107,,,,,,,,,,,0,0,0,
