品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",34,他注,6,0,6,4878,0,4878,6,,,,,,,,,,b,1,6,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",813,"筒",40,処置,108,0,108,87804,0,87804,108,,,,,,,,,,,1,108,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",57,"Ａ",50,手術,1,0,1,57,0,57,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,51,0,51,3162,0,3162,51,,,,,,,,,,,1,51,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,22,0,22,1364,0,1364,22,,,,,,,,,,,1,22,0,
1,20085,"生理食塩液　１００ｍＬ",132,"袋",40,処置,11,0,11,1452,0,1452,11,,,,,,,,,,,1,11,0,
1,20114,"生理食塩液　５００ｍＬ",193,"瓶",50,手術,1,0,1,193,0,193,1,,,,,,,,,,,1,1,0,
1,20310,"ラクテック注　５００ｍＬ",215,"袋",33,点滴,38,0,38,8170,0,8170,38,,,,,,,,,,,1,38,0,
1,20337,"カデックス軟膏０．９％",57.7,"ｇ",40,処置,18,0,18,1038.6,0,1038.6,18,,,,,,,,,,,1,18,0,
1,20337,"カデックス軟膏０．９％",57.7,"ｇ",50,手術,4,0,4,230.8,0,230.8,4,,,,,,,,,,,1,4,0,
1,20346,"生食注「トーワ」　２０ｍＬ",62,"Ａ",40,処置,1,0,1,62,0,62,1,,,,,,,,,,,1,1,0,
1,20346,"生食注「トーワ」　２０ｍＬ",62,"Ａ",50,手術,4,0,4,248,0,248,4,,,,,,,,,,,1,4,0,
