品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",34,他注,28,0,28,19740,0,19740,28,,,,,,,,,,b,1,28,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",40,処置,176,0,176,124080,0,124080,176,,,,,,,,,,,1,176,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,3,0,3,324,0,324,3,,,,,,,,,,a,1,3,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,2,0,2,216,0,216,2,,,,,,,,,,,1,2,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,33,0,33,3300,0,3300,33,,,,,,,,,,,1,33,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,44,0,44,4400,0,4400,44,,,,,,,,,,,1,44,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",50,手術,7,0,7,1029,0,1029,7,,,,,,,,,,,1,7,0,
1,20149,"生理食塩液　１００ｍＬ",145,"瓶",40,処置,5,0,5,725,0,725,5,,,,,,,,,,,1,5,0,
1,20372,"イントラリポス輸液２０％　１００ｍ",1182,"袋",33,点滴,4,0,4,4728,0,4728,4,,,,,,,,,,,1,4,0,
1,20427,"エルネオパＮＦ１号輸液　１，０００",1244,"ｷｯﾄ",33,点滴,2,0,2,2488,0,2488,2,,,,,,,,,,,1,2,0,
1,20431,"ヘパリンＮａロック用１００Ｕ／ｍＬ",158,"筒",32,静脈,4,0,4,632,0,632,4,,,,,,,,,,,1,4,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",34,他注,13,0,13,1300,0,1300,13,,,,,,,,,,a,1,13,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",50,手術,6,0,6,600,0,600,6,,,,,,,,,,,1,6,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.7,"錠",22,屯服,80,0,80,536,0,536,80,,,,,,,,,,a,1,80,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",21,内服,252,0,252,2620.8,0,2620.8,252,,,,,,,,,,b,1,252,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",22,屯服,881,0,881,9162.4,0,9162.4,881,,,,,,,,,,b,1,881,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",21,内服,252,0,252,2620.8,0,2620.8,252,,,,,,,,,,c,1,252,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",22,屯服,881,0,881,9162.4,0,9162.4,881,,,,,,,,,,c,1,881,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",23,外用,10,0,10,110,0,110,10,,,,,,,,,,,1,10,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,64,0,64,704,0,704,64,,,,,,,,,,,1,64,0,
