品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",34,他注,13,0,13,10140,0,10140,13,,,,,,,,,,b,1,13,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",780,"筒",40,処置,136,0,136,106080,0,106080,136,,,,,,,,,,,1,136,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",63,"Ａ",50,手術,4,0,4,252,0,252,4,,,,,,,,,,,1,4,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,5,0,5,310,0,310,5,,,,,,,,,,,1,5,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,33,0,33,2046,0,2046,33,,,,,,,,,,,1,33,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20205,"ビーフリード輸液　５００ｍＬ",539,"ｷｯﾄ",33,点滴,4,0,4,2156,0,2156,4,,,,,,,,,,,1,4,0,
1,20426,"イントラリポス輸液１０％　２５０ｍ",1058,"袋",33,点滴,2,0,2,2116,0,2116,2,,,,,,,,,,,1,2,0,
1,20431,"ヘパリンＮａロック用１００Ｕ／ｍＬ",139,"筒",32,静脈,5,0,5,695,0,695,5,,,,,,,,,,a,1,5,0,
1,20462,"シンポニー皮下注５０ｍｇオートイン",109382,"ｷｯﾄ",31,皮下,2,0,2,218764,0,218764,2,,,,,,,,,,,1,2,0,
1,21037,"カロナール錠２００　２００ｍｇ",5.9,"錠",22,屯服,220,0,220,1298,0,1298,220,,,,,,,,,,a,1,220,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",21,内服,210,0,210,2121,0,2121,210,,,,,,,,,,b,1,210,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",22,屯服,400,0,400,4040,0,4040,400,,,,,,,,,,b,1,400,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,210,0,210,2121,0,2121,210,,,,,,,,,,c,1,210,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,400,0,400,4040,0,4040,400,,,,,,,,,,c,1,400,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,8,0,8,88,0,88,8,,,,,,,,,,,1,8,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,8,0,8,88,0,88,8,,,,,,,,,,,1,8,0,
1,28007,"ヒルドイドソフト軟膏０．３％",19.2,"ｇ",40,処置,1916,0,1916,36787.2,0,36787.2,1916,,,,,,,,,,,1,1916,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",5.2,"ｇ",23,外用,480,0,480,2496,0,2496,480,,,,,,,,,,a,1,480,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",14.9,"枚",23,外用,14,0,14,208.6,0,208.6,14,,,,,,,,,,b,1,14,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",21.4,"枚",23,外用,1008,0,1008,21571.2,0,21571.2,1008,,,,,,,,,,b,1,1008,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",4020,"筒",32,静脈,2,0,2,8040,0,8040,2,,,,,,,,,,b,1,2,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,21,0,21,1239,0,1239,21,,,,,,,,,,,1,21,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,9,0,9,531,0,531,9,,,,,,,,,,,1,9,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,32,0,32,801952,0,801952,32,,,,,,,,,,,1,32,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",28136,"筒",31,皮下,3,0,3,84408,0,84408,3,,,,,,,,,,,1,3,0,
1,30045,"イソジン液１０％",2.46,"mL",40,処置,1572,0,1572,3867.12,0,3867.12,1572,,,,,,,,,,,10,157.2,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",82,"Ａ",50,手術,4,0,4,328,0,328,4,,,,,,,,,,,1,4,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",800,"瓶",34,他注,8,0,8,6400,0,6400,8,,,,,,,,,,,1,8,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,21,0,21,7203,0,7203,21,,,,,,,,,,,1,21,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",62,"Ａ",50,手術,3,0,3,186,0,186,3,,,,,,,,,,,1,3,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1482,0,1482,0,0,0,1482,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,448,0,448,7616,0,7616,448,,,,,,,,,,,0,0,0,
3,0,"乳幼児時間外加算（初診）",200,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,2,"他保険にて初診料請求済み",0,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1000,"初診料",288,,,,437,0,437,,,,437,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,19,0,19,,,,19,,,,,,,,,,,0,0,0,
3,1165,"医療情報・システム基盤整備体制充実",4,,,,441,0,441,,,,441,,,,,,,,,,,0,0,0,
