品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",34,他注,22,0,22,15510,0,15510,22,,,,,,,,,,b,1,22,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",40,処置,162,0,162,114210,0,114210,162,,,,,,,,,,,1,162,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,10,0,10,1080,0,1080,10,,,,,,,,,,a,1,10,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,31,0,31,3100,0,3100,31,,,,,,,,,,,1,31,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,36,0,36,3600,0,3600,36,,,,,,,,,,,1,36,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20083,"フィブラストスプレー５００　５００",6907.7,"瓶",23,外用,1,0,1,6907.7,0,6907.7,1,,,,,,,,,,,1,1,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",40,処置,1,0,1,147,0,147,1,,,,,,,,,,,1,1,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",50,手術,5,0,5,735,0,735,5,,,,,,,,,,,1,5,0,
1,20149,"生理食塩液　１００ｍＬ",145,"瓶",40,処置,2,0,2,290,0,290,2,,,,,,,,,,,1,2,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",34,他注,18,0,18,1800,0,1800,18,,,,,,,,,,a,1,18,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",50,手術,9.4,0,9.4,940,0,940,9.4,,,,,,,,,,,1,9.4,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",21,内服,204,0,204,2121.6,0,2121.6,204,,,,,,,,,,b,1,204,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",22,屯服,770,0,770,8008,0,8008,770,,,,,,,,,,b,1,770,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",21,内服,204,0,204,2121.6,0,2121.6,204,,,,,,,,,,c,1,204,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",22,屯服,740,0,740,7696,0,7696,740,,,,,,,,,,c,1,740,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,44,0,44,484,0,484,44,,,,,,,,,,,1,44,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,4,0,4,44,0,44,4,,,,,,,,,,,1,4,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,1040,0,1040,4680,0,4680,1040,,,,,,,,,,c,1,1040,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.7,"枚",23,外用,56,0,56,711.2,0,711.2,56,,,,,,,,,,c,1,56,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",17.6,"枚",23,外用,1169,0,1169,20574.4,0,20574.4,1169,,,,,,,,,,c,1,1169,0,
1,28053,"ゲーベンクリーム１％",12.8,"ｇ",40,処置,60,0,60,768,0,768,60,,,,,,,,,,,1,60,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3293,"筒",32,静脈,10,0,10,32930,0,32930,10,,,,,,,,,,b,1,10,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",34,他注,5,0,5,305,0,305,5,,,,,,,,,,,1,5,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",40,処置,1,0,1,61,0,61,1,,,,,,,,,,,1,1,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",50,手術,31.7,0,31.7,1933.7,0,1933.7,31.7,,,,,,,,,,,1,31.7,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,20,0,20,501220,0,501220,20,,,,,,,,,,,1,20,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,3,0,3,74817,0,74817,3,,,,,,,,,,,1,3,0,
1,30036,"プラリアＨＩ皮下注６０ｍｇシリンジ",24939,"筒",31,皮下,12,0,12,299268,0,299268,12,,,,,,,,,,,0,0,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,1830,0,1830,4428.6,0,4428.6,1830,,,,,,,,,,,10,183,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",785,"瓶",34,他注,4.75,0,4.75,3728.75,0,3728.75,4.75,,,,,,,,,,,1,4.75,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,12,0,12,4116,0,4116,12,,,,,,,,,,,1,12,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1957,0,1957,0,0,0,1957,,,,,,,,,,,0,0,0,
