品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",34,他注,42,0,42,27846,0,27846,42,,,,,,,,,,b,1,42,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",40,処置,260,0,260,172380,0,172380,260,,,,,,,,,,,1,260,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,11,0,11,1188,0,1188,11,,,,,,,,,,a,1,11,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,2,0,2,216,0,216,2,,,,,,,,,,,1,2,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,34,0,34,3400,0,3400,34,,,,,,,,,,,1,34,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,54,0,54,5400,0,5400,54,,,,,,,,,,,1,54,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,3,0,3,97824,0,97824,3,,,,,,,,,,,1,3,0,
1,20085,"生理食塩液　１００ｍＬ",144,"袋",50,手術,2,0,2,288,0,288,2,,,,,,,,,,,1,2,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",34,他注,6,0,6,624,0,624,6,,,,,,,,,,a,1,6,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",50,手術,9.4,0,9.4,977.6,0,977.6,9.4,,,,,,,,,,,1,9.4,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.5,"錠",22,屯服,140,0,140,910,0,910,140,,,,,,,,,,a,1,140,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",21,内服,162,0,162,1749.6,0,1749.6,162,,,,,,,,,,b,1,162,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",22,屯服,780,0,780,8424,0,8424,780,,,,,,,,,,b,1,780,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",21,内服,162,0,162,1749.6,0,1749.6,162,,,,,,,,,,c,1,162,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",22,屯服,780,0,780,8424,0,8424,780,,,,,,,,,,c,1,780,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,88,0,88,968,0,968,88,,,,,,,,,,,1,88,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,8,0,8,88,0,88,8,,,,,,,,,,,1,8,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,760,0,760,3420,0,3420,760,,,,,,,,,,c,1,760,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",13.1,"枚",23,外用,224,0,224,2934.4,0,2934.4,224,,,,,,,,,,c,1,224,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.2,"枚",23,外用,1400,0,1400,25480,0,25480,1400,,,,,,,,,,c,1,1400,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3204,"筒",32,静脈,9,0,9,28836,0,28836,9,,,,,,,,,,b,1,9,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",34,他注,1,0,1,63,0,63,1,,,,,,,,,,,1,1,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",50,手術,25.6,0,25.6,1612.8,0,1612.8,25.6,,,,,,,,,,,1,25.6,0,
