品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",34,他注,49,0,49,32487,0,32487,49,,,,,,,,,,b,1,49,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",663,"筒",40,処置,272,0,272,180336,0,180336,272,,,,,,,,,,,1,272,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,30,0,30,3240,0,3240,30,,,,,,,,,,a,1,30,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,26,0,26,2600,0,2600,26,,,,,,,,,,,1,26,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,59,0,59,5900,0,5900,59,,,,,,,,,,,1,59,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",144,"袋",50,手術,3,0,3,432,0,432,3,,,,,,,,,,,1,3,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",34,他注,8,0,8,832,0,832,8,,,,,,,,,,a,1,8,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",104,"Ａ",50,手術,7.6,0,7.6,790.4,0,790.4,7.6,,,,,,,,,,,1,7.6,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.5,"錠",22,屯服,140,0,140,910,0,910,140,,,,,,,,,,a,1,140,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",21,内服,126,0,126,1360.8,0,1360.8,126,,,,,,,,,,b,1,126,0,
1,21076,"ロキソニン錠６０ｍｇ",10.8,"錠",22,屯服,1000,0,1000,10800,0,10800,1000,,,,,,,,,,b,1,1000,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",21,内服,126,0,126,1360.8,0,1360.8,126,,,,,,,,,,c,1,126,0,
1,21175,"ムコスタ錠１００ｍｇ",10.8,"錠",22,屯服,1000,0,1000,10800,0,10800,1000,,,,,,,,,,c,1,1000,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",23,外用,10,0,10,110,0,110,10,,,,,,,,,,,1,10,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,80,0,80,880,0,880,80,,,,,,,,,,,1,80,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,4,0,4,44,0,44,4,,,,,,,,,,,1,4,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,1400,0,1400,6300,0,6300,1400,,,,,,,,,,c,1,1400,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",13.1,"枚",23,外用,343,0,343,4493.3,0,4493.3,343,,,,,,,,,,c,1,343,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.2,"枚",23,外用,1729,0,1729,31467.8,0,31467.8,1729,,,,,,,,,,c,1,1729,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3204,"筒",32,静脈,9,0,9,28836,0,28836,9,,,,,,,,,,b,1,9,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",34,他注,1,0,1,63,0,63,1,,,,,,,,,,,1,1,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",63,"Ａ",50,手術,35,0,35,2205,0,2205,35,,,,,,,,,,,1,35,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,50,0,50,1253050,0,1253050,50,,,,,,,,,,,1,50,0,
1,30036,"プラリアＨＩ皮下注６０ｍｇシリンジ",24466,"筒",31,皮下,9,0,9,220194,0,220194,9,,,,,,,,,,,0,0,0,
1,30045,"イソジン液１０％",2.4,"mL",40,処置,2996,0,2996,7190.4,0,7190.4,2996,,,,,,,,,,,10,299.6,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",84,"Ａ",50,手術,1,0,1,84,0,84,1,,,,,,,,,,,1,1,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",351,"筒",50,手術,28,0,28,9828,0,9828,28,,,,,,,,,,,1,28,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",104,"Ａ",50,手術,1,0,1,104,0,104,1,,,,,,,,,,,1,1,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,2741,0,2741,0,0,0,2741,,,,,,,,,,,0,0,0,
2,40003,"マイクロファイン３１Ｇ×5mm",17,"本",4,,952,0,952,16184,0,16184,952,,,,,,,,,,,0,0,0,
2,40004,"マイクロファインプラス３２Ｇ",17,"本",4,,28,0,28,476,0,476,28,,,,,,,,,,,0,0,0,
3,0,"乳幼児休日加算（初診）",365,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,14,"電子的診療情報連携体制整備加算２（",9,,,,726,0,726,,,,726,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,711,0,711,,,,711,,,,,,,,,,,0,0,0,
3,1002,"休日加算（初診）",250,,,,34,0,34,,,,34,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,28,0,28,,,,28,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,26,0,26,,,,26,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,71,0,71,,,,71,,,,,,,,,,,0,0,0,
3,0,"乳幼児休日加算（再診）（入院外）",260,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,20,"電子的診療情報連携体制整備加算（再",2,,,,1078,0,1078,,,,1078,,,,,,,,,,,0,0,0,
3,1023,"深夜加算（再診）（入院外）",420,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1251,"再診料",76,,,,3828,0,3828,,,,3828,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",76,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,433,0,433,,,,433,,,,,,,,,,,0,0,0,
3,1607,"労　同日再診",1430,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1430,,,,284,0,284,,,,284,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,8,0,8,,,,8,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,300,0,300,,,,300,,,,,,,,,,,0,0,0,
3,58,"生活習慣病管理料２（高血圧症を主病",333,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1030,"特定疾患療養指導料",225,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1059,"難病外来指導管理料１",270,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,6,0,6,,,,6,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,284,0,284,,,,284,,,,,,,,,,,0,0,0,
3,20480,"特定機能病院等紹介患者受入加算（初",60,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,20627,"診療情報連携共有料",120,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
