品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",34,他注,28,0,28,20524,0,20524,28,,,,,,,,,,b,1,28,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",40,処置,208,0,208,152464,0,152464,208,,,,,,,,,,,1,208,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,33,0,33,2046,0,2046,33,,,,,,,,,,,1,33,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,59,0,59,3658,0,3658,59,,,,,,,,,,,1,59,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,3,0,3,97824,0,97824,3,,,,,,,,,,,1,3,0,
1,20454,"レバミピド１００ｍｇ錠",10.1,"錠",22,屯服,20,0,20,202,0,202,20,,,,,,,,,,c,1,20,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.7,"錠",22,屯服,40,0,40,268,0,268,40,,,,,,,,,,a,1,40,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",21,内服,168,0,168,1696.8,0,1696.8,168,,,,,,,,,,b,1,168,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",22,屯服,540,0,540,5454,0,5454,540,,,,,,,,,,b,1,540,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,168,0,168,1696.8,0,1696.8,168,,,,,,,,,,c,1,168,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,540,0,540,5454,0,5454,540,,,,,,,,,,c,1,540,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,84,0,84,924,0,924,84,,,,,,,,,,,1,84,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,8,0,8,88,0,88,8,,,,,,,,,,,1,8,0,
1,28007,"ヒルドイドソフト軟膏０．３％",18.5,"ｇ",40,処置,1736,0,1736,32116,0,32116,1736,,,,,,,,,,,1,1736,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.8,"ｇ",23,外用,920,0,920,4416,0,4416,920,,,,,,,,,,c,1,920,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.9,"枚",23,外用,98,0,98,1264.2,0,1264.2,98,,,,,,,,,,b,1,98,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.4,"枚",23,外用,994,0,994,18289.6,0,18289.6,994,,,,,,,,,,b,1,994,0,
1,28052,"プロスタンディン軟膏０．００３％",37.5,"ｇ",40,処置,8,0,8,300,0,300,8,,,,,,,,,,,1,8,0,
1,28053,"ゲーベンクリーム１％",12.8,"ｇ",40,処置,4,0,4,51.2,0,51.2,4,,,,,,,,,,,1,4,0,
1,28054,"イソジンシュガーパスタ軟膏",8.1,"ｇ",40,処置,12,0,12,97.2,0,97.2,12,,,,,,,,,,,1,12,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3476,"筒",32,静脈,8,0,8,27808,0,27808,8,,,,,,,,,,b,1,8,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,32,0,32,1888,0,1888,32,,,,,,,,,,,1,32,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,13,0,13,767,0,767,13,,,,,,,,,,,1,13,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,6,0,6,150366,0,150366,6,,,,,,,,,,,1,6,0,
