品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",34,他注,19,0,19,13927,0,13927,19,,,,,,,,,,b,1,19,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",733,"筒",40,処置,165,0,165,120945,0,120945,165,,,,,,,,,,,1,165,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,4,0,4,432,0,432,4,,,,,,,,,,,1,4,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",40,処置,14,0,14,868,0,868,14,,,,,,,,,,,1,14,0,
1,20027,"生理食塩液　２０ｍＬ",62,"Ａ",50,手術,66,0,66,4092,0,4092,66,,,,,,,,,,,1,66,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",40,処置,4,0,4,588,0,588,4,,,,,,,,,,,1,4,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",59,"Ａ",34,他注,26,0,26,1534,0,1534,26,,,,,,,,,,a,1,26,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",59,"Ａ",50,手術,46,0,46,2714,0,2714,46,,,,,,,,,,,1,46,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.7,"錠",22,屯服,100,0,100,670,0,670,100,,,,,,,,,,a,1,100,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",21,内服,84,0,84,848.4,0,848.4,84,,,,,,,,,,b,1,84,0,
1,21076,"ロキソニン錠６０ｍｇ",10.1,"錠",22,屯服,560,0,560,5656,0,5656,560,,,,,,,,,,b,1,560,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",21,内服,84,0,84,848.4,0,848.4,84,,,,,,,,,,c,1,84,0,
1,21175,"ムコスタ錠１００ｍｇ",10.1,"錠",22,屯服,560,0,560,5656,0,5656,560,,,,,,,,,,c,1,560,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",23,外用,20,0,20,220,0,220,20,,,,,,,,,,,1,20,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,48,0,48,528,0,528,48,,,,,,,,,,,1,48,0,
1,28007,"ヒルドイドソフト軟膏０．３％",18.5,"ｇ",40,処置,120,0,120,2220,0,2220,120,,,,,,,,,,,1,120,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.8,"ｇ",23,外用,720,0,720,3456,0,3456,720,,,,,,,,,,c,1,720,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.9,"枚",23,外用,42,0,42,541.8,0,541.8,42,,,,,,,,,,b,1,42,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",18.4,"枚",23,外用,1379,0,1379,25373.6,0,25373.6,1379,,,,,,,,,,b,1,1379,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3476,"筒",32,静脈,9,0,9,31284,0,31284,9,,,,,,,,,,b,1,9,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",34,他注,7,0,7,413,0,413,7,,,,,,,,,,,1,7,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",40,処置,2,0,2,118,0,118,2,,,,,,,,,,,1,2,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",59,"Ａ",50,手術,8,0,8,472,0,472,8,,,,,,,,,,,1,8,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,4,0,4,100244,0,100244,4,,,,,,,,,,,1,4,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,7,0,7,174573,0,174573,7,,,,,,,,,,,1,7,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,1896,0,1896,4588.32,0,4588.32,1896,,,,,,,,,,,10,189.6,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",79,"Ａ",50,手術,4,0,4,316,0,316,4,,,,,,,,,,,1,4,0,
