品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",34,他注,13,0,13,9165,0,9165,13,,,,,,,,,,b,1,13,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",40,処置,202,0,202,142410,0,142410,202,,,,,,,,,,,1,202,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,8,0,8,864,0,864,8,,,,,,,,,,a,1,8,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,21,0,21,2100,0,2100,21,,,,,,,,,,,1,21,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,47,0,47,4700,0,4700,47,,,,,,,,,,,1,47,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",50,手術,1,0,1,147,0,147,1,,,,,,,,,,,1,1,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",34,他注,24,0,24,2400,0,2400,24,,,,,,,,,,a,1,24,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",50,手術,30,0,30,3000,0,3000,30,,,,,,,,,,,1,30,0,
1,20582,"リドカイン塩酸塩注１％「日新」　１",100,"Ａ",34,他注,4,0,4,400,0,400,4,,,,,,,,,,a,1,4,0,
1,20582,"リドカイン塩酸塩注１％「日新」　１",100,"Ａ",50,手術,1,0,1,100,0,100,1,,,,,,,,,,,1,1,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",22,屯服,410,0,410,4264,0,4264,410,,,,,,,,,,b,1,410,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",22,屯服,410,0,410,4264,0,4264,410,,,,,,,,,,c,1,410,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,44,0,44,484,0,484,44,,,,,,,,,,,1,44,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",50,手術,4,0,4,44,0,44,4,,,,,,,,,,,1,4,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,280,0,280,1260,0,1260,280,,,,,,,,,,c,1,280,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.7,"枚",23,外用,14,0,14,177.8,0,177.8,14,,,,,,,,,,c,1,14,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",17.6,"枚",23,外用,784,0,784,13798.4,0,13798.4,784,,,,,,,,,,c,1,784,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3293,"筒",32,静脈,13,0,13,42809,0,42809,13,,,,,,,,,,b,1,13,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",34,他注,2,0,2,122,0,122,2,,,,,,,,,,,1,2,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",50,手術,11,0,11,671,0,671,11,,,,,,,,,,,1,11,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,8,0,8,200488,0,200488,8,,,,,,,,,,,1,8,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,4,0,4,99756,0,99756,4,,,,,,,,,,,1,4,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,2276,0,2276,5507.92,0,5507.92,2276,,,,,,,,,,,10,227.6,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",785,"瓶",34,他注,7.25,0,7.25,5691.25,0,5691.25,7.25,,,,,,,,,,,1,7.25,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,11,0,11,3773,0,3773,11,,,,,,,,,,,1,11,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1925,0,1925,0,0,0,1925,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,728,0,728,12376,0,12376,728,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,526,0,526,,,,526,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,19,0,19,,,,19,,,,,,,,,,,0,0,0,
3,1502,"医療情報取得加算（初診）",1,,,,546,0,546,,,,546,,,,,,,,,,,0,0,0,
3,1521,"医療ＤＸ推進体制整備加算１(初診)",12,,,,546,0,546,,,,546,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,40,0,40,,,,40,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,2221,0,2221,,,,2221,,,,,,,,,,,0,0,0,
3,1251,"再診料",75,,,,2088,0,2088,,,,2088,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",75,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,277,0,277,,,,277,,,,,,,,,,,0,0,0,
3,1504,"医療情報取得加算（再診）",1,,,,413,0,413,,,,413,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1420,,,,130,0,130,,,,130,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,9,0,9,,,,9,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,130,0,130,,,,130,,,,,,,,,,,0,0,0,
3,1030,"特定疾患療養指導料",225,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1059,"難病外来指導管理料",270,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,16,0,16,,,,16,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1316,"在宅療養指導料",170,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,129,0,129,,,,129,,,,,,,,,,,0,0,0,
3,20563,"生活習慣病管理料１（高血圧症を主病",660,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1061,"在宅自己注射指導管理料（１以外）（",750,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
3,1062,"在宅自己注射指導管理料（１以外）（",650,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,1065,"注入器加算",300,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1400,"導入初期加算（在宅自己注射指導管理",580,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
4,9952,"内服・屯服調剤料",11,,,,21,0,21,,,,21,,,,,,,,,,,0,0,0,
4,9956,"外用調剤料",8,,,,31,0,31,,,,31,,,,,,,,,,,0,0,0,
4,9950,"処方料",42,,,,32,0,32,,,,32,,,,,,,,,,,0,0,0,
5,3000,"皮下筋肉内注射",25,,,,10,0,10,,,,10,,,,,,,,,,,0,0,0,
5,3001,"静脈内注射",37,,,,13,0,13,,,,13,,,,,,,,,,,0,0,0,
5,3007,"滑液嚢穿刺後の注入",100,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
5,3034,"関節腔内注射",80,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
5,3035,"腱鞘内注射",42,,,,34,0,34,,,,34,,,,,,,,,,,0,0,0,
6,1667,"労　消炎鎮痛等１日",35,,,,110,0,110,,,,110,,,,,,,,,,,0,0,0,
6,4000,"労　処置１．５加算",1.5,,,,19,0,19,,,,19,,,,,,,,,,,0,0,0,
6,4001,"労　処置２．０加算",2,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4050,"肋骨骨折固定術",500,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,4059,"関節穿刺",120,,,,204,0,204,,,,204,,,,,,,,,,,0,0,0,
6,4060,"ガングリオン穿刺術",80,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
6,4070,"鶏眼・胼胝処置",170,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,4084,"四肢ギプスシーネ（半肢）（片）",780,,,,12,0,12,,,,12,,,,,,,,,,,0,0,0,
6,4085,"四肢ギプスシーネ（上肢、下肢）（片",1200,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,4086,"四肢ギプスシーネ（手指及び手、足）",490,,,,21,0,21,,,,21,,,,,,,,,,,0,0,0,
6,4095,"消炎鎮痛等処置器具",35,,,,456,0,456,,,,456,,,,,,,,,,,0,0,0,
6,4107,"粘（滑）液嚢穿刺注入（片）",100,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4113,"創傷処置１",52,,,,58,0,58,,,,58,,,,,,,,,,,0,0,0,
6,4129,"絆創膏固定術",500,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
6,4146,"腰部固定帯固定",35,,,,26,0,26,,,,26,,,,,,,,,,,0,0,0,
6,4153,"腰部固定帯加算",170,,,,30,0,30,,,,30,,,,,,,,,,,0,0,0,
6,4182,"ギプス・半肢",780,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,4184,"ギプス・上肢、下肢",1200,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,4211,"ギプ除去・上肢下肢",120,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4220,"ギプス３歳未満加算",1.55,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,40008,"治療用装具採型法（体幹装具）",700,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
6,40010,"治療用装具採型法（その他）",200,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5002,"幼児加算（手術）（３歳以上６歳未満",1.5,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5010,"陥入爪手術　簡単",1400,"指",,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
7,5021,"非観血整復的　足他",1440,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5022,"非観血的整復　手",1440,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
7,5023,"非観血的整復　前腕",2040,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
7,5026,"非観血的整復　上腕",1840,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5028,"非観血的整復　膝蓋",1440,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5043,"創傷処理達しない小",530,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
7,5045,"創傷処理達する中",1880,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5072,"トリガポイント注射",70,,,,41,0,41,,,,41,,,,,,,,,,,0,0,0,
7,5094,"脱臼非観血的　小児",960,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
7,5104,"小児創傷処置５",500,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,5500,"労　手術１．５加算",1.5,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
7,9975,"手術　乳児加算",2,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
8,213,"末梢血液像（自動機械法）",15,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,818,"抗核抗体（蛍光抗体法）定性",99,,,,13,0,13,,,,13,,,,,,,,,,,0,0,0,
8,1297,"Ｂ－ＣＲＰ",16,,,,29,0,29,,,,29,,,,,,,,,,,0,0,0,
8,1340,"検査カウント",0,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6001,"Ｂ－Ｖ",40,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6020,"超音波検査（断層撮",350,,,,167,0,167,,,,167,,,,,,,,,,,0,0,0,
8,6105,"末梢血液一般検査",21,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6137,"ＴＰ",11,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6150,"アルブミン",11,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6152,"ＢＵＮ",11,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6154,"クレアチニン",11,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6155,"尿酸",11,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6156,"グルコース",11,,,,19,0,19,,,,19,,,,,,,,,,,0,0,0,
8,6159,"ＡＬＰ",11,,,,32,0,32,,,,32,,,,,,,,,,,0,0,0,
8,6160,"Ｎａ，Ｃ・",11,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
8,6161,"Ｂ－カリウム",11,,,,43,0,43,,,,43,,,,,,,,,,,0,0,0,
