品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",34,他注,18,0,18,12690,0,12690,18,,,,,,,,,,b,1,18,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",40,処置,154,0,154,108570,0,108570,154,,,,,,,,,,,1,154,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,10,0,10,1080,0,1080,10,,,,,,,,,,a,1,10,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,11,0,11,1100,0,1100,11,,,,,,,,,,,1,11,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,22,0,22,2200,0,2200,22,,,,,,,,,,,1,22,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,2,0,2,65216,0,65216,2,,,,,,,,,,,1,2,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",50,手術,3,0,3,441,0,441,3,,,,,,,,,,,1,3,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",34,他注,10,0,10,1000,0,1000,10,,,,,,,,,,a,1,10,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",50,手術,3,0,3,300,0,300,3,,,,,,,,,,,1,3,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.7,"錠",22,屯服,40,0,40,268,0,268,40,,,,,,,,,,a,1,40,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",21,内服,168,0,168,1747.2,0,1747.2,168,,,,,,,,,,b,1,168,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",22,屯服,670,0,670,6968,0,6968,670,,,,,,,,,,b,1,670,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",21,内服,168,0,168,1747.2,0,1747.2,168,,,,,,,,,,c,1,168,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",22,屯服,670,0,670,6968,0,6968,670,,,,,,,,,,c,1,670,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,24,0,24,264,0,264,24,,,,,,,,,,,1,24,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,720,0,720,3240,0,3240,720,,,,,,,,,,c,1,720,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.7,"枚",23,外用,42,0,42,533.4,0,533.4,42,,,,,,,,,,c,1,42,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",17.6,"枚",23,外用,1449,0,1449,25502.4,0,25502.4,1449,,,,,,,,,,c,1,1449,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3293,"筒",32,静脈,9,0,9,29637,0,29637,9,,,,,,,,,,b,1,9,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",50,手術,14,0,14,854,0,854,14,,,,,,,,,,,1,14,0,
1,30023,"大塚生食注　２０ｍＬ",100,"Ａ",50,手術,2,0,2,200,0,200,2,,,,,,,,,,,1,2,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,28,0,28,701708,0,701708,28,,,,,,,,,,,1,28,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,1,0,1,24939,0,24939,1,,,,,,,,,,,1,1,0,
1,30036,"プラリアＨＩ皮下注６０ｍｇシリンジ",24939,"筒",31,皮下,10,0,10,249390,0,249390,10,,,,,,,,,,,0,0,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,1700,0,1700,4114,0,4114,1700,,,,,,,,,,,10,170,0,
1,30047,"ケナコルト－Ａ筋注用関節腔内用水懸",785,"瓶",34,他注,0.75,0,0.75,588.75,0,588.75,0.75,,,,,,,,,,,1,0.75,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,14,0,14,4802,0,4802,14,,,,,,,,,,,1,14,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1874,0,1874,0,0,0,1874,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,616,0,616,10472,0,10472,616,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,501,0,501,,,,501,,,,,,,,,,,0,0,0,
3,1001,"時間外加算（初診）",85,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,1502,"医療情報取得加算（初診）",1,,,,513,0,513,,,,513,,,,,,,,,,,0,0,0,
3,1521,"医療ＤＸ推進体制整備加算１(初診)",12,,,,516,0,516,,,,516,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,14,0,14,,,,14,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,37,0,37,,,,37,,,,,,,,,,,0,0,0,
3,1021,"時間外加算（再診）（入院外）",65,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1023,"深夜加算（再診）（入院外）",420,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,2601,0,2601,,,,2601,,,,,,,,,,,0,0,0,
3,1251,"再診料",75,,,,2368,0,2368,,,,2368,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",75,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,326,0,326,,,,326,,,,,,,,,,,0,0,0,
3,1504,"医療情報取得加算（再診）",1,,,,332,0,332,,,,332,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1420,,,,231,0,231,,,,231,,,,,,,,,,,0,0,0,
