品目分類,品番,品名,価格１,単位,診療区分,診療区分名,外来　使用量,入院　使用量,合計　使用量,外来　使用高,入院　使用高,合計　使用高,整形外科,,,,,,,,,,a・b・c,規格単位,外来規格単位数量,入院規格単位数量,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",34,他注,15,0,15,10575,0,10575,15,,,,,,,,,,b,1,15,0,
1,20000,"アルツディスポ関節注２５ｍｇ　１％",705,"筒",40,処置,172,0,172,121260,0,121260,172,,,,,,,,,,,1,172,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",34,他注,22,0,22,2376,0,2376,22,,,,,,,,,,a,1,22,0,
1,20001,"デキサート注射液１．６５ｍｇ　０．",108,"Ａ",50,手術,1,0,1,108,0,108,1,,,,,,,,,,,1,1,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",40,処置,23,0,23,2300,0,2300,23,,,,,,,,,,,1,23,0,
1,20027,"生理食塩液　２０ｍＬ",100,"Ａ",50,手術,42,0,42,4200,0,4200,42,,,,,,,,,,,1,42,0,
1,20037,"アクテムラ皮下注１６２ｍｇオートイ",32608,"ｷｯﾄ",31,皮下,1,0,1,32608,0,32608,1,,,,,,,,,,,1,1,0,
1,20085,"生理食塩液　１００ｍＬ",147,"袋",50,手術,16,0,16,2352,0,2352,16,,,,,,,,,,,1,16,0,
1,20149,"生理食塩液　１００ｍＬ",145,"瓶",40,処置,1,0,1,145,0,145,1,,,,,,,,,,,1,1,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",34,他注,17,0,17,1700,0,1700,17,,,,,,,,,,a,1,17,0,
1,20580,"リドカイン塩酸塩注１％「日新」　５",100,"Ａ",50,手術,12.4,0,12.4,1240,0,1240,12.4,,,,,,,,,,,1,12.4,0,
1,21037,"カロナール錠２００　２００ｍｇ",6.7,"錠",22,屯服,60,0,60,402,0,402,60,,,,,,,,,,a,1,60,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",21,内服,42,0,42,436.8,0,436.8,42,,,,,,,,,,b,1,42,0,
1,21076,"ロキソニン錠６０ｍｇ",10.4,"錠",22,屯服,670,0,670,6968,0,6968,670,,,,,,,,,,b,1,670,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",21,内服,42,0,42,436.8,0,436.8,42,,,,,,,,,,c,1,42,0,
1,21175,"ムコスタ錠１００ｍｇ",10.4,"錠",22,屯服,670,0,670,6968,0,6968,670,,,,,,,,,,c,1,670,0,
1,28002,"ゲンタシン軟膏０．１％　１ｍｇ",11,"ｇ",40,処置,106,0,106,1166,0,1166,106,,,,,,,,,,,1,106,0,
1,28032,"フェルビナクスチック軟膏３％「三笠",4.5,"ｇ",23,外用,680,0,680,3060,0,3060,680,,,,,,,,,,c,1,680,0,
1,28036,"ロキソニンテープ５０ｍｇ　７ｃｍ×",12.7,"枚",23,外用,70,0,70,889,0,889,70,,,,,,,,,,c,1,70,0,
1,28037,"ロキソニンテープ１００ｍｇ　１０ｃ",17.6,"枚",23,外用,1407,0,1407,24763.2,0,24763.2,1407,,,,,,,,,,c,1,1407,0,
1,30015,"ボンビバ静注１ｍｇシリンジ　１ｍＬ",3293,"筒",32,静脈,10,0,10,32930,0,32930,10,,,,,,,,,,b,1,10,0,
1,30019,"キシロカイン注ポリアンプ１％　５ｍ",61,"Ａ",50,手術,53.3,0,53.3,3251.3,0,3251.3,53.3,,,,,,,,,,,1,53.3,0,
1,30025,"イベニティ皮下注１０５ｍｇシリンジ",25061,"筒",31,皮下,14,0,14,350854,0,350854,14,,,,,,,,,,,1,14,0,
1,30026,"プラリア皮下注６０ｍｇシリンジ　１",24939,"筒",31,皮下,1,0,1,24939,0,24939,1,,,,,,,,,,,1,1,0,
1,30036,"プラリアＨＩ皮下注６０ｍｇシリンジ",24939,"筒",31,皮下,5,0,5,124695,0,124695,5,,,,,,,,,,,0,0,0,
1,30045,"イソジン液１０％",2.42,"mL",40,処置,2012,0,2012,4869.04,0,4869.04,2012,,,,,,,,,,,10,201.2,0,
1,30046,"キシロカイン注ポリアンプ１％　１０",79,"Ａ",50,手術,1,0,1,79,0,79,1,,,,,,,,,,,1,1,0,
1,30051,"ネオビタカイン注シリンジ５ｍＬ",343,"筒",50,手術,16,0,16,5488,0,5488,16,,,,,,,,,,,1,16,0,
1,30057,"生理食塩液ＰＬ「フソー」　２０ｍＬ",100,"Ａ",50,手術,1,0,1,100,0,100,1,,,,,,,,,,,1,1,0,
2,7004,"電子媒体保存撮影",0,"回",70,画像,1921,0,1921,0,0,0,1921,,,,,,,,,,,0,0,0,
2,40003,"マイクロファインプラス３１Ｇ",17,"本",4,,798,0,798,13566,0,13566,798,,,,,,,,,,,0,0,0,
3,0,"乳幼児休日加算（初診）",365,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
3,1000,"初診料",291,,,,521,0,521,,,,521,,,,,,,,,,,0,0,0,
3,1002,"休日加算（初診）",250,,,,55,0,55,,,,55,,,,,,,,,,,0,0,0,
3,1004,"乳幼児加算（初診）",75,,,,10,0,10,,,,10,,,,,,,,,,,0,0,0,
3,1502,"医療情報取得加算（初診）",1,,,,541,0,541,,,,541,,,,,,,,,,,0,0,0,
3,1521,"医療ＤＸ推進体制整備加算１(初診)",12,,,,541,0,541,,,,541,,,,,,,,,,,0,0,0,
3,1601,"労　初診料",3850,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
3,1606,"労　救急管理加算外",1250,,,,20,0,20,,,,20,,,,,,,,,,,0,0,0,
3,8950,"夜間・早朝等加算（初診）",50,,,,31,0,31,,,,31,,,,,,,,,,,0,0,0,
3,1022,"休日加算（再診）（入院外）",190,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1200,"明細書発行体制等加算",1,,,,2499,0,2499,,,,2499,,,,,,,,,,,0,0,0,
3,1251,"再診料",75,,,,2317,0,2317,,,,2317,,,,,,,,,,,0,0,0,
3,1254,"同日再診料",75,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1265,"外来管理加算",52,,,,344,0,344,,,,344,,,,,,,,,,,0,0,0,
3,1504,"医療情報取得加算（再診）",1,,,,409,0,409,,,,409,,,,,,,,,,,0,0,0,
3,1620,"労　再診料",1420,,,,180,0,180,,,,180,,,,,,,,,,,0,0,0,
3,1697,"乳幼児加算（再診）",38,,,,7,0,7,,,,7,,,,,,,,,,,0,0,0,
3,8953,"夜間・早朝等加算（再診）",50,,,,150,0,150,,,,150,,,,,,,,,,,0,0,0,
3,1059,"難病外来指導管理料",270,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1310,"診療情報提供Ａ",250,,,,18,0,18,,,,18,,,,,,,,,,,0,0,0,
3,1314,"療養費同意書交付料",100,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1315,"傷病金意見書交付料",100,,,,4,0,4,,,,4,,,,,,,,,,,0,0,0,
3,1316,"在宅療養指導料",170,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,1616,"再診時療養指導管理料　生活",920,,,,179,0,179,,,,179,,,,,,,,,,,0,0,0,
3,20563,"生活習慣病管理料１（高血圧症を主病",660,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1061,"在宅自己注射指導管理料（１以外）（",750,,,,24,0,24,,,,24,,,,,,,,,,,0,0,0,
3,1062,"在宅自己注射指導管理料（１以外）（",650,,,,2,0,2,,,,2,,,,,,,,,,,0,0,0,
3,1065,"注入器加算",300,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
3,1400,"導入初期加算（在宅自己注射指導管理",580,,,,5,0,5,,,,5,,,,,,,,,,,0,0,0,
3,20291,"バイオ後続品導入初期加算（在宅自己",150,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
4,9952,"内服・屯服調剤料",11,,,,35,0,35,,,,35,,,,,,,,,,,0,0,0,
4,9956,"外用調剤料",8,,,,57,0,57,,,,57,,,,,,,,,,,0,0,0,
4,9950,"処方料",42,,,,65,0,65,,,,65,,,,,,,,,,,0,0,0,
5,3000,"皮下筋肉内注射",25,,,,14,0,14,,,,14,,,,,,,,,,,0,0,0,
5,3001,"静脈内注射",37,,,,10,0,10,,,,10,,,,,,,,,,,0,0,0,
5,3034,"関節腔内注射",80,,,,15,0,15,,,,15,,,,,,,,,,,0,0,0,
5,3035,"腱鞘内注射",42,,,,22,0,22,,,,22,,,,,,,,,,,0,0,0,
6,1667,"労　消炎鎮痛等１日",35,,,,161,0,161,,,,161,,,,,,,,,,,0,0,0,
6,4000,"労　処置１．５加算",1.5,,,,24,0,24,,,,24,,,,,,,,,,,0,0,0,
6,4001,"労　処置２．０加算",2,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4050,"肋骨骨折固定術",500,,,,1,0,1,,,,1,,,,,,,,,,,0,0,0,
6,4059,"関節穿刺",120,,,,176,0,176,,,,176,,,,,,,,,,,0,0,0,
6,4060,"ガングリオン穿刺術",80,,,,3,0,3,,,,3,,,,,,,,,,,0,0,0,
